id,value
101,12.75
102,14.44
103,12.89
104,12.61
105,11.61
106,14.19
107,19.06
108,30.6
201,4.38
202,4.79
203,6.53
204,6.3
205,2.58
206,3.66
207,5.91
301,7.87
302,8.8
303,6.8
304,8.25
305,9.38
306,8.38
307,9.31
308,11.57
309,13.19
401,1.34
402,0.77
403,1.21
404,0.13
405,0.32
406,0.27
407,1.46
501,3.34
502,3.8
503,3.77
504,4.21
505,3.82
601,11.28
602,12.43
603,11.16
701,10.65
702,12.4
801,26.21
802,34.75
803,29.32
804,27.8
805,25.21
806,27.73
807,22.37
901,11.97
902,13.07
903,14.52
904,11.09
905,13.73
906,16.75
907,14.82
908,17.75
909,21.82
1001,9.37
1002,4.9
1003,4.06
1004,3.71
1005,0.63
1006,1.06
1007,0.83
1008,2.41
1009,1.6
1010,1.79
1101,7.03
1102,7.89
1103,6.26
1104,6.68
1105,8.47
1106,5.1
1107,5.83
1108,6.12
1109,6.71
1201,10.8
1202,9.99
1203,9.07
1204,6.94
1205,7.27
1206,7.59
1207,6.43
1208,6.56
1209,6.29
1301,5.0
1302,5.5
1303,6.5
1304,7.0
1305,6.54
1306,7.19
1307,9.5
1308,7.9
1309,7.63
1401,4.91
1402,7.43
1403,8.78
1404,4.59
1405,6.85
1406,5.81
1407,4.68
1408,6.4
1409,5.84
1501,8.89
1502,9.74
1503,9.22
1504,12.23
1601,12.53
1602,11.54
1603,16.34
1604,12.45
1605,15.62
1606,27.01
1607,22.97
1608,26.92
1609,36.4
1701,14.06
1702,13.28
1703,13.6
1801,12.49
1802,11.76
1803,10.22
1804,10.0
1805,11.49
1806,12.3
1807,10.99
1808,11.19
1901,10.42
1902,12.07
1903,11.4
2001,9.44
2002,9.84
2003,9.56
2004,9.32
2005,9.13
2006,12.17
2007,9.6
2008,7.99
2009,8.43
2010,8.23
2101,7.67
2102,11.0
2103,13.46
2104,7.98
2105,8.95
2106,13.07
2107,5.05
2108,7.34
2109,10.23
2201,10.73
2202,10.04
2203,11.81
2204,16.69
2205,18.24
2206,16.01
2207,21.24
2208,25.53
2209,25.98
2210,33.32
2301,5.95
2302,5.46
2303,4.98
2304,6.47
2305,7.01
2306,6.2
2401,6.08
2402,3.29
2403,4.07
2404,3.04
2405,1.76
2406,4.55
2407,3.33
2501,2.98
2502,3.1
2503,2.83
2505,2.34
2506,4.48
2507,3.62
2508,5.19
2509,7.82
2601,0.46
2602,1.9
2603,3.03
2604,2.77
2701,13.89
2702,12.7
2801,11.32
2802,12.91
2803,13.7
2901,3.14
2902,4.23
2903,4.2
2904,4.88
2905,2.82
2906,4.67
2907,3.79
2908,3.33
3001,10.47
3002,10.52
3003,10.23
3004,13.58
3005,10.5
3006,8.46
3007,8.73
3008,8.18
3009,8.06
3010,8.93
3101,14.68
3102,12.02
3103,12.55
3104,12.43
3105,13.18
3106,16.07
3107,18.59
3108,16.73
3201,6.38
3202,5.93
3203,8.01
3204,5.8
3205,6.85
3206,5.96
3207,5.03
3208,6.52
3209,6.47
3301,9.09
3302,8.6
3303,10.03
3304,8.13
3305,7.65
3306,8.65
3307,10.15
3308,7.13
3309,7.75
3310,8.67
3401,4.28
3402,4.59
3403,6.36
3404,4.44
3405,6.02
3406,7.91
3407,5.16
3408,6.51
3409,9.27
3501,5.24
3502,4.59
3503,3.99
3504,7.52
3505,2.41
3506,2.86
3507,1.66
3508,3.55
3509,0.83
3601,11.07
3602,11.92
3603,11.79
3604,12.66
3605,11.94
3606,11.45
3607,11.28
3608,11.08
3609,11.65
3610,11.21
3701,12.19
3801,19.84
3802,15.22
3803,13.6
3804,17.45
3805,15.08
3806,17.6
3807,20.26
3901,5.16
3902,5.86
3903,6.36
3904,5.28
3905,4.7
3906,4.19
3907,5.19
3908,4.07
3909,3.34
4001,12.65
4002,13.34
4003,11.45
4004,8.84
4101,4.88
4102,5.9
4103,7.08
4104,11.4
4105,4.02
4106,4.45
4107,6.85
4108,14.47
4109,3.38
4110,3.22
4201,1.77
4202,4.37
4203,1.52
4204,4.37
4205,2.4
4206,1.32
4207,2.27
4301,11.22
4302,10.35
4303,10.12
4401,14.84
4402,11.58
4403,10.62
4404,11.19
4405,12.27
4406,12.36
4501,7.77
4502,4.27
4503,5.15
4504,6.96
4505,8.4
4506,4.25
4507,3.94
4508,2.68
4509,7.79
4510,4.36
4601,9.27
4602,10.91
4603,10.92
4604,11.59
4605,11.06
4606,11.78
4701,10.56
4702,10.19
4703,9.9
4704,9.44
4705,6.76
4706,9.32
4707,6.51
4708,6.33
4709,6.73
4801,3.1
4802,2.44
4803,1.42
4804,1.09
4805,2.06
4806,3.6
4807,2.4
4808,2.51
4809,0.7
4810,1.44
