id,value
101,10.51
102,12.1
103,11.52
104,10.39
105,10.03
106,11.41
107,11.5
108,17.94
201,1.5
202,4.3
203,4.04
204,6.08
205,0.71
206,2.55
207,6.29
301,9.71
302,9.67
303,7.71
304,9.59
305,9.28
306,7.3
307,9.49
308,8.8
309,8.39
401,1.49
402,0.66
403,0.89
404,0.04
405,0.07
406,0.07
407,0.22
501,7.01
502,4.91
503,8.55
504,6.71
505,4.79
601,10.75
602,10.54
603,10.02
701,10.54
702,9.51
801,17.32
802,17.65
803,18.86
804,21.37
805,22.24
806,19.44
807,16.15
901,10.5
902,13.13
903,12.69
904,11.1
905,13.48
906,13.23
907,11.57
908,14.86
909,15.33
1001,6.81
1002,6.7
1003,5.95
1004,6.71
1005,2.36
1006,1.63
1007,1.42
1008,4.73
1009,2.4
1010,4.0
1101,19.29
1102,16.44
1103,22.63
1104,15.71
1105,13.73
1106,18.87
1107,15.64
1108,11.05
1109,10.31
1201,14.51
1202,13.4
1203,11.89
1204,15.3
1205,15.73
1206,15.25
1207,11.71
1208,11.7
1209,12.96
1301,21.85
1302,19.25
1303,20.88
1304,23.39
1305,26.7
1306,21.56
1307,19.94
1308,26.68
1309,26.58
1401,8.28
1402,12.79
1403,14.3
1404,6.95
1405,12.64
1406,15.93
1407,8.6
1408,14.62
1409,15.28
1501,7.78
1502,12.53
1503,12.77
1504,15.22
1601,9.25
1602,11.19
1603,9.58
1604,10.59
1605,15.48
1606,21.25
1607,15.55
1608,20.95
1609,24.45
1701,10.86
1702,10.16
1703,11.64
1801,8.02
1802,11.72
1803,9.11
1804,12.52
1805,13.24
1806,10.74
1807,6.34
1808,9.88
1901,10.52
1902,9.89
1903,10.37
2001,14.47
2002,14.72
2003,12.38
2004,13.29
2005,11.31
2006,11.33
2007,9.82
2008,13.08
2009,11.34
2010,9.82
2101,11.55
2102,13.11
2103,12.9
2104,15.15
2105,16.46
2106,16.86
2107,16.55
2108,16.39
2109,17.79
2201,7.44
2202,9.44
2203,11.6
2204,7.62
2205,10.32
2206,9.46
2207,14.35
2208,17.04
2209,12.71
2210,22.74
2301,17.61
2302,20.06
2303,13.9
2304,10.0
2305,10.45
2306,6.35
2401,7.5
2402,7.66
2403,6.6
2404,7.98
2405,6.85
2406,7.68
2407,7.35
2501,9.32
2502,14.25
2503,18.43
2505,17.32
2506,17.67
2507,12.87
2508,14.6
2509,14.22
2601,0.59
2602,0.95
2603,0.9
2604,0.58
2701,14.84
2702,10.35
2801,9.99
2802,8.11
2803,7.93
2901,4.31
2902,6.74
2903,8.23
2904,7.4
2905,5.0
2906,7.6
2907,8.02
2908,6.43
3001,13.35
3002,13.75
3003,16.77
3004,7.12
3005,11.18
3006,16.38
3007,13.65
3008,16.04
3009,13.92
3010,15.19
3101,12.29
3102,13.2
3103,10.77
3104,11.94
3105,11.83
3106,14.16
3107,13.34
3108,9.6
3201,9.43
3202,10.6
3203,9.89
3204,8.46
3205,7.83
3206,9.77
3207,7.42
3208,7.69
3209,7.98
3301,10.36
3302,11.4
3303,12.03
3304,12.5
3305,13.07
3306,13.24
3307,13.25
3308,12.55
3309,13.84
3310,12.95
3401,8.26
3402,11.54
3403,14.21
3404,8.01
3405,12.01
3406,10.77
3407,9.81
3408,8.33
3409,7.84
3501,6.17
3502,5.15
3503,3.44
3504,8.46
3505,2.44
3506,2.79
3507,1.87
3508,4.92
3509,2.06
3601,10.63
3602,10.68
3603,10.16
3604,9.73
3605,10.75
3606,11.07
3607,11.69
3608,10.3
3609,12.24
3610,13.08
3701,10.67
3801,15.25
3802,11.44
3803,13.46
3804,16.73
3805,12.19
3806,17.67
3807,17.58
3901,7.76
3902,5.59
3903,8.93
3904,8.23
3905,7.29
3906,9.22
3907,16.27
3908,10.24
3909,20.03
4001,12.14
4002,13.96
4003,12.28
4004,10.12
4101,9.19
4102,9.72
4103,7.58
4104,10.54
4105,8.73
4106,7.13
4107,9.71
4108,16.12
4109,8.69
4110,11.18
4201,1.77
4202,1.68
4203,2.82
4204,3.64
4205,4.45
4206,3.04
4207,3.06
4301,15.31
4302,14.18
4303,11.76
4401,8.16
4402,8.46
4403,10.67
4404,8.85
4405,9.52
4406,13.47
4501,6.72
4502,3.06
4503,4.6
4504,6.48
4505,7.46
4506,3.78
4507,2.8
4508,1.72
4509,5.08
4510,3.45
4601,13.32
4602,12.9
4603,15.43
4604,12.77
4605,13.15
4606,7.53
4701,18.33
4702,19.54
4703,16.77
4704,19.99
4705,20.29
4706,17.88
4707,22.81
4708,19.65
4709,17.77
4801,7.07
4802,7.1
4803,3.52
4804,3.9
4805,4.44
4806,6.54
4807,5.83
4808,5.6
4809,3.76
4810,4.47
