id,value,anomaly
101,78.6333,1.1967
102,78.7,1.4543
103,79.8,0.7777
104,79.2333,1.3277
105,78.9333,1.2683
106,80.8333,1.0077
107,80.7,0.7887
108,81.1333,0.7167
201,79.0333,-1.095
202,69.1333,-0.8357
203,75.0667,-0.4523
204,75.7667,-0.0097
205,87.5667,-0.8917
206,85.6667,-0.6063
207,78.7333,-0.0647
301,76.8667,1.233
302,78.0667,1.683
303,80.4,1.8557
304,79.7,1.6217
305,81.1,1.757
306,81.5333,1.579
307,81.0667,1.4467
308,81.4333,1.2667
309,81.9,1.6433
401,62.9667,-1.4677
402,67.1667,-1.8407
403,58.3333,-2.978
404,68.1,1.0693
405,70.2667,-1.3113
406,69.5667,0.284
407,80.9,-1.096
501,68.4,-0.6633
502,59.8,-1.1293
503,69.1333,-2.2787
504,63.0667,-1.4113
505,56.9333,-0.5633
601,68.0333,1.4593
602,70.1333,1.7473
603,71.6,2.156
701,74.9333,1.861
702,75.2667,1.893
801,81.3,0.9563
802,81.3,1.2473
803,81.6667,1.226
804,81.8333,1.207
805,82.4333,1.2387
806,82.2,1.291
807,83.8667,1.8077
901,78.7333,1.6947
902,77.1667,1.5533
903,79.0333,2.1253
904,79.3667,1.4613
905,81.3333,2.091
906,81.5,2.212
907,81.5333,1.581
908,81.2,1.449
909,81.7333,1.5803
1001,56.8667,-3.3233
1002,58.2333,-3.7847
1003,61.0333,-4.0753
1004,53.2333,-4.837
1005,63.9667,-5.9053
1006,59.4,-5.7497
1007,61.5,-5.4583
1008,52.0333,-5.868
1009,58.1667,-6.0653
1010,56.1333,-5.7307
1101,70.9667,-0.2843
1102,71.1667,0.195
1103,73.4,-0.3157
1104,73.1,0.1987
1105,72.9333,0.636
1106,75.4,0.6903
1107,75.5,1.1803
1108,77.2,1.2657
1109,77.0333,1.1993
1201,71.7,0.5937
1202,71.2333,0.3833
1203,71.1667,0.521
1204,73.2333,0.555
1205,72.7333,0.377
1206,71.9667,0.554
1207,76.0667,1.188
1208,74.7,0.898
1209,74.3333,0.9247
1301,68.7,-1.7723
1302,68.2667,-1.7133
1303,68.2667,-1.3567
1304,70.1667,-1.4843
1305,70.1333,-1.436
1306,70.6,-0.9083
1307,71.8,-1.2427
1308,71.8667,-1.1967
1309,72.3,-0.87
1401,71.3667,-2.6463
1402,74.2667,-1.827
1403,74.8333,-0.806
1404,73.1333,-1.967
1405,75.9333,-1.2407
1406,76.1667,-0.2707
1407,75.2333,-1.4377
1408,77.7,-0.5197
1409,77.7667,-0.0017
1501,77.8,1.196
1502,76.2667,1.2983
1503,74.8667,1.167
1504,74.2333,1.0413
1601,82.0667,0.9843
1602,81.7333,1.3607
1603,82.2667,1.5677
1604,82.0,1.2213
1605,82.4667,1.1767
1606,81.5,0.8543
1607,82.0667,0.3763
1608,82.2,0.9367
1609,82.1333,0.7497
1701,62.1667,0.7457
1702,65.3667,0.95
1703,65.2,1.2847
