id,value,anomaly
101,75.0667,-2.37
102,75.3667,-1.879
103,76.8667,-2.1557
104,76.4333,-1.4723
105,76.7333,-0.9317
106,78.5,-1.3257
107,78.7,-1.2113
108,79.9333,-0.4833
201,81.4667,1.3383
202,70.3333,0.3643
203,76.2333,0.7143
204,75.9333,0.157
205,89.8333,1.375
206,87.2667,0.9937
207,78.8,0.002
301,72.3333,-3.3003
302,74.0667,-2.317
303,76.3333,-2.211
304,75.3333,-2.745
305,77.1667,-2.1763
306,77.5333,-2.421
307,77.3667,-2.2533
308,77.9667,-2.2
309,78.2333,-2.0233
401,66.6667,2.2323
402,70.6,1.5927
403,63.1,1.7887
404,68.5333,1.5027
405,72.8667,1.2887
406,70.4333,1.1507
407,83.5,1.504
501,66.7333,-2.33
502,61.2,0.2707
503,68.6667,-2.7453
504,62.7,-1.778
505,56.8667,-0.63
601,66.2333,-0.3407
602,68.4,0.014
603,69.5667,0.1227
701,73.0,-0.0723
702,74.0,0.6263
801,80.3333,-0.0103
802,80.9667,0.914
803,81.7333,1.2927
804,81.8667,1.2403
805,82.7,1.5053
806,82.8,1.891
807,83.4667,1.4077
901,75.6667,-1.372
902,74.6667,-0.9467
903,76.2333,-0.6747
904,77.2667,-0.6387
905,79.2333,-0.009
906,79.8333,0.5453
907,79.8,-0.1523
908,80.1333,0.3823
909,80.8333,0.6803
1001,62.1667,1.9767
1002,64.0667,2.0487
1003,67.1667,2.058
1004,59.3,1.2297
1005,71.6,1.728
1006,66.2667,1.117
1007,68.1,1.1417
1008,58.3333,0.432
1009,64.6333,0.4013
1010,61.7333,-0.1307
1101,68.4667,-2.7843
1102,68.3333,-2.6383
1103,70.0333,-3.6823
1104,69.8,-3.1013
1105,69.5,-2.7973
1106,71.1333,-3.5763
1107,71.5,-2.8197
1108,73.2333,-2.701
1109,73.2,-2.634
1201,68.4667,-2.6397
1202,68.3,-2.55
1203,68.4,-2.2457
1204,69.9333,-2.745
1205,69.9333,-2.423
1206,69.2,-2.2127
1207,72.5,-2.3787
1208,71.6333,-2.1687
