id,value,anomaly
101,76.1667,-1.27
102,75.9667,-1.279
103,77.9,-1.1223
104,76.9667,-0.939
105,76.4667,-1.1983
106,78.6333,-1.1923
107,78.9667,-0.9447
108,80.0,-0.4167
201,82.7333,2.605
202,72.3333,2.3643
203,78.0667,2.5477
204,78.0667,2.2903
205,91.2333,2.775
206,88.9667,2.6937
207,80.6333,1.8353
301,74.8,-0.8337
302,74.9667,-1.417
303,77.5,-1.0443
304,77.4667,-0.6117
305,78.6333,-0.7097
306,78.9,-1.0543
307,79.1,-0.52
308,79.2,-0.9667
309,79.6333,-0.6233
401,67.3,2.8657
402,71.2333,2.226
403,64.0667,2.7553
404,69.6333,2.6027
405,74.2667,2.6887
406,71.9,2.6173
407,84.9667,2.9707
501,71.1667,2.1033
502,64.1667,3.2373
503,73.1,1.688
504,66.7333,2.2553
505,59.5333,2.0367
601,68.9333,2.3593
602,70.9333,2.5473
603,72.1333,2.6893
701,74.8667,1.7943
702,75.4667,2.093
801,80.1667,-0.177
802,80.9,0.8473
803,81.5333,1.0927
804,81.8667,1.2403
805,82.5333,1.3387
806,82.1,1.191
807,82.9333,0.8743
901,75.5667,-1.472
902,73.9,-1.7133
903,75.5333,-1.3747
904,76.8667,-1.0387
905,78.2667,-0.9757
906,78.6333,-0.6547
907,79.2,-0.7523
908,79.6667,-0.0843
909,80.6667,0.5137
1001,62.7333,2.5433
1002,65.2333,3.2153
1003,68.6333,3.5247
1004,61.6,3.5297
1005,73.9667,4.0947
1006,69.3,4.1503
1007,71.6333,4.675
1008,61.7,3.7987
1009,68.5,4.268
1010,65.4333,3.5693
1101,70.7,-0.551
1102,70.4,-0.5717
1103,72.7,-1.0157
1104,72.1667,-0.7347
1105,71.4,-0.8973
1106,73.4667,-1.243
1107,72.8,-1.5197
1108,74.8333,-1.101
1109,74.4,-1.434
1201,70.2,-0.9063
1202,70.2667,-0.5833
1203,70.0667,-0.579
1204,71.5,-1.1783
1205,71.2667,-1.0897
1206,70.8333,-0.5793
1207,73.8,-1.0787
1208,72.7,-1.102
1209,72.5667,-0.842
1301,70.5333,0.061
1302,70.0,0.02
1303,69.5,-0.1233
1304,71.0667,-0.5843
1305,71.2667,-0.3027
1306,71.2333,-0.275
1307,72.1667,-0.876
1308,72.1667,-0.8967
1309,72.1,-1.07
1401,74.9667,0.9537
1402,75.5,-0.5937
1403,74.7333,-0.906
1404,76.1,0.9997
1405,76.5667,-0.6073
1406,75.5,-0.9373
1407,77.6333,0.9623
1408,77.5667,-0.653
1409,76.6,-1.1683
1501,75.0333,-1.5707
1502,73.7667,-1.2017
1503,73.1667,-0.533
1504,72.5667,-0.6253
1601,81.2333,0.151
1602,80.3667,-0.006
1603,80.4333,-0.2657
1604,81.4667,0.688
1605,81.2667,-0.0233
1606,80.7667,0.121
1607,81.9,0.2097
1608,81.6,0.3367
1609,81.7333,0.3497
1701,62.6667,1.2457
1702,66.2,1.7833
1703,66.2333,2.318
1801,76.3333,2.154
1802,75.9,1.5517
1803,75.9667,1.2493
1804,75.7667,1.3613
1805,75.4667,1.461
1806,73.6667,1.127
1807,72.0333,0.6663
1808,66.3333,0.3683
1901,67.4667,2.2893
1902,70.3333,2.692
1903,71.1,3.2493
2001,63.0,0.7113
2002,63.2667,0.9483
2003,65.8333,1.347
2004,65.6333,1.1877
2005,66.9667,0.5417
2006,67.5333,0.705
2007,68.0667,0.7413
2008,69.0333,-0.105
2009,68.7333,-0.1263
2010,69.5667,0.642
2101,66.5333,0.847
2102,64.9,0.9347
2103,62.6,0.913
2104,68.7,0.5347
2105,68.5667,0.479
2106,66.7333,0.694
2107,69.2667,0.032
2108,69.8333,0.1767
2109,68.8667,0.2193
2201,79.4667,-0.8477
2202,78.1,-1.2757
2203,76.9667,-1.6757
2204,80.1333,-0.504
2205,79.0667,-0.3963
2206,78.5,-0.946
2207,79.8333,-0.4013
2208,79.5,-0.4763
2209,79.3667,-0.476
2210,79.8333,-0.205
2301,73.8,-1.078
2302,73.7333,-1.303
2303,75.0,-1.278
2304,74.5,-1.2797
2305,73.4667,-1.7873
2306,76.9667,-1.1183
2401,61.3333,3.1977
2402,60.6333,3.473
2403,64.6667,1.511
2404,64.3667,2.144
2405,66.0333,2.6933
2406,66.4,0.2437
2407,68.4667,0.879
2501,70.7,1.9047
2502,70.5667,-0.1507
2503,71.3667,-0.8307
2505,72.0,-0.1073
2506,73.2,-0.292
2507,73.4,0.811
2508,74.0333,0.106
2509,73.6333,-1.027
2601,71.2333,3.2637
2602,68.0,3.5537
2603,73.4667,3.742
2604,85.9333,2.975
2701,63.7,1.9937
2702,67.4333,2.2533
2801,71.9667,2.4233
2802,74.4,2.1193
2803,74.0,2.3113
2901,71.1,2.635
2902,66.5,2.1753
2903,75.8333,2.122
2904,67.7,1.869
2905,76.1667,2.395
2906,69.7333,2.4347
2907,78.0,2.324
2908,78.4333,2.0667
3001,65.7667,0.2367
3002,66.6333,1.2197
3003,63.4,1.1177
3004,72.9333,2.567
3005,70.3333,2.044
3006,67.3,0.9433
3007,65.8333,1.1523
3008,65.9,0.8347
3009,67.7667,0.7293
3010,67.4,0.3797
3101,69.6333,-0.503
3102,70.9,0.1627
3103,75.0333,-0.3147
3104,75.4333,-0.3923
3105,76.4667,-0.419
3106,77.5,-0.1617
3107,77.8,0.36
3108,76.8,0.2947
3201,65.4,0.2933
3202,66.0333,0.7947
3203,66.4,1.1477
3204,66.5333,0.0327
3205,67.0667,0.819
3206,68.1333,0.9933
3207,66.6667,0.0303
3208,67.3667,-0.0823
3209,68.0667,0.491
3301,70.9667,-0.258
3302,70.6667,-0.1317
3303,69.2,0.5363
3304,70.8333,-0.42
3305,71.1333,-0.336
3306,69.6333,0.02
