id,value,anomaly
101,79.7,2.2633
102,79.7333,2.4877
103,80.7,1.6777
104,80.7667,2.861
105,80.4333,2.7683
106,81.8333,2.0077
107,81.3667,1.4553
108,82.0,1.5833
201,83.3667,3.2383
202,72.2667,2.2977
203,78.4,2.881
204,78.4667,2.6903
205,92.4,3.9417
206,89.6667,3.3937
207,81.0333,2.2353
301,77.2667,1.633
302,78.2667,1.883
303,80.4,1.8557
304,79.6333,1.555
305,80.9,1.557
306,81.5,1.5457
307,81.1,1.48
308,81.3667,1.2
309,81.8667,1.61
401,67.0,2.5657
402,71.3667,2.3593
403,64.1,2.7887
404,69.7333,2.7027
405,74.6667,3.0887
406,73.2333,3.9507
407,86.1667,4.1707
501,70.9667,1.9033
502,63.4333,2.504
503,73.2333,1.8213
504,66.8,2.322
505,59.4333,1.9367
601,70.0667,3.4927
602,71.9333,3.5473
603,73.1333,3.6893
701,76.5333,3.461
702,76.9667,3.593
801,82.1333,1.7897
802,82.7667,2.714
803,83.1667,2.726
804,83.1667,2.5403
805,83.5333,2.3387
806,83.7,2.791
807,84.4667,2.4077
901,79.6,2.5613
902,78.2,2.5867
903,80.0,3.092
904,80.6,2.6947
905,82.1667,2.9243
906,82.1333,2.8453
907,81.5333,1.581
908,82.0667,2.3157
909,83.2667,3.1137
1001,61.6667,1.4767
1002,62.8,0.782
1003,65.8667,0.758
1004,59.7333,1.663
1005,71.4667,1.5947
1006,67.0,1.8503
1007,68.8333,1.875
1008,60.3333,2.432
1009,66.1,1.868
1010,64.1,2.236
1101,73.0333,1.7823
1102,73.1667,2.195
1103,74.9333,1.2177
1104,74.8667,1.9653
1105,74.2333,1.936
1106,76.4,1.6903
1107,76.1,1.7803
1108,78.3333,2.399
1109,78.1333,2.2993
1201,73.1,1.9937
1202,72.9333,2.0833
1203,72.6333,1.9877
1204,74.5,1.8217
1205,73.9333,1.577
1206,73.7,2.2873
1207,77.0,2.1213
1208,75.7667,1.9647
1209,75.7,2.2913
1301,71.9333,1.461
1302,70.8333,0.8533
1303,70.8,1.1767
1304,73.1667,1.5157
1305,72.6667,1.0973
1306,72.9333,1.425
1307,74.1667,1.124
1308,73.9,0.8367
1309,73.9333,0.7633
1401,75.4667,1.4537
1402,77.4667,1.373
1403,77.6667,2.0273
1404,76.4333,1.333
1405,78.6333,1.4593
1406,78.4667,2.0293
1407,77.6,0.929
1408,79.1,0.8803
1409,79.2667,1.4983
1501,78.7667,2.1627
1502,77.4333,2.465
1503,76.2667,2.567
1504,75.5333,2.3413
1601,82.6,1.5177
1602,82.0,1.6273
1603,82.4,1.701
1604,82.0,1.2213
1605,81.9333,0.6433
1606,82.0667,1.421
1607,82.5667,0.8763
1608,82.4667,1.2033
1609,83.1,1.7163
1701,63.1667,1.7457
1702,66.3667,1.95
1703,66.5667,2.6513
