id,value,anomaly
4201,74.7333,3.8253
4202,81.2333,3.6263
4203,72.5333,3.7723
4204,69.6,4.483
4205,63.2667,3.8907
4206,72.0333,4.79
4207,77.5,4.6663
4301,64.7,2.0463
4302,67.0333,2.701
4303,66.7333,2.9787
4401,77.6,1.8107
4402,76.3333,1.536
4403,75.1,1.6463
4404,74.1333,1.9707
4405,71.5333,1.2753
4406,71.0,1.319
4501,59.8,2.024
4502,62.6,2.877
4503,64.2667,2.871
4504,62.1667,2.8017
4505,58.4667,2.8057
4506,60.2333,2.411
4507,67.2,1.4047
4508,70.3,1.8273
4509,63.0667,1.4673
4510,66.7333,2.1243
4601,72.8667,1.5903
4602,72.8,1.9353
4603,74.5,1.6403
4604,68.5667,1.5937
4605,70.9667,1.0407
4606,71.7,1.2347
4701,66.7667,1.653
4702,65.9667,1.8407
4703,66.3333,2.0477
4704,70.0667,2.0227
4705,69.6333,2.2023
4706,68.8667,2.2323
4707,70.7333,1.5263
4708,70.4,1.3687
4709,69.8667,1.007
4801,56.1,1.315
4802,55.8667,1.3157
4803,62.4667,2.8087
4804,63.9,1.3663
4805,65.8667,0.9053
4806,66.1333,0.5993
4807,67.2,0.1523
4808,66.7,1.734
4809,62.9667,1.447
4810,63.8667,2.4807
