id,value,anomaly
101,76.5,-0.9367
102,76.6333,-0.6123
103,78.0667,-0.9557
104,77.3333,-0.5723
105,77.3333,-0.3317
106,79.5,-0.3257
107,79.6667,-0.2447
108,81.0667,0.65
201,80.9667,0.8383
202,70.6333,0.6643
203,76.8,1.281
204,76.6667,0.8903
205,90.3667,1.9083
206,88.2667,1.9937
207,80.1,1.302
301,74.4667,-1.167
302,75.0333,-1.3503
303,77.4,-1.1443
304,77.3333,-0.745
305,78.1333,-1.2097
306,78.7667,-1.1877
307,79.0,-0.62
308,79.3,-0.8667
309,79.4333,-0.8233
401,66.0,1.5657
402,69.9,0.8927
403,61.7,0.3887
404,68.4333,1.4027
405,72.4333,0.8553
406,70.7333,1.4507
407,82.9667,0.9707
501,68.3667,-0.6967
502,60.8667,-0.0627
503,69.7333,-1.6787
504,63.1667,-1.3113
505,57.0667,-0.43
601,66.3333,-0.2407
602,68.3,-0.086
603,69.4,-0.044
701,73.4667,0.3943
702,74.4333,1.0597
801,80.8,0.4563
802,81.3333,1.2807
803,82.1333,1.6927
804,82.2,1.5737
805,83.1667,1.972
806,82.8667,1.9577
807,83.8667,1.8077
901,76.7667,-0.272
902,75.4,-0.2133
903,76.9,-0.008
904,77.8333,-0.072
905,79.5,0.2577
906,80.0333,0.7453
907,80.0,0.0477
908,80.3,0.549
909,81.2333,1.0803
1001,61.8667,1.6767
1002,63.6667,1.6487
1003,66.8333,1.7247
1004,58.5,0.4297
1005,70.6,0.728
1006,65.1667,0.017
1007,67.3667,0.4083
1008,57.5,-0.4013
1009,63.6667,-0.5653
1010,60.8333,-1.0307
1101,68.5333,-2.7177
1102,68.4667,-2.505
1103,70.9,-2.8157
1104,70.6333,-2.268
1105,70.2667,-2.0307
1106,72.4,-2.3097
1107,72.7667,-1.553
1108,74.6,-1.3343
1109,74.4333,-1.4007
1201,69.2,-1.9063
1202,69.0667,-1.7833
1203,68.6333,-2.0123
1204,70.5333,-2.145
1205,70.1667,-2.1897
1206,69.6333,-1.7793
1207,73.3667,-1.512
1208,71.7333,-2.0687
1209,71.4,-2.0087
1301,67.3,-3.1723
1302,66.8333,-3.1467
1303,66.6,-3.0233
1304,68.4,-3.251
1305,68.6,-2.9693
1306,68.5667,-2.9417
1307,69.9,-3.1427
1308,69.9,-3.1633
1309,70.1667,-3.0033
1401,72.1333,-1.8797
1402,73.8333,-2.2603
1403,73.1333,-2.506
1404,73.7,-1.4003
1405,75.2333,-1.9407
1406,74.1667,-2.2707
1407,75.9667,-0.7043
1408,77.2333,-0.9863
1409,75.9,-1.8683
1501,75.3333,-1.2707
1502,73.5,-1.4683
1503,72.0667,-1.633
1504,71.7,-1.492
1601,81.4333,0.351
1602,80.6667,0.294
1603,81.0,0.301
1604,81.7,0.9213
1605,81.9,0.61
1606,81.5667,0.921
1607,82.6333,0.943
1608,82.0667,0.8033
1609,82.4667,1.083
1701,61.5,0.079
1702,64.0333,-0.3833
1703,63.7667,-0.1487
1801,75.3,1.1207
1802,75.2667,0.9183
1803,75.6,0.8827
1804,75.1333,0.728
1805,74.6333,0.6277
1806,73.0333,0.4937
1807,71.1,-0.267
1808,65.1333,-0.8317
1901,65.1667,-0.0107
1902,67.4,-0.2413
1903,67.9333,0.0827
2001,60.0667,-2.222
2002,60.6333,-1.685
2003,62.9,-1.5863
2004,62.7333,-1.7123
2005,64.3667,-2.0583
2006,64.6333,-2.195
2007,65.4,-1.9253
2008,67.3333,-1.805
2009,66.7333,-2.1263
2010,67.2,-1.7247
2101,62.8333,-2.853
2102,61.2333,-2.732
2103,59.4333,-2.2537
2104,65.2333,-2.932
2105,65.4333,-2.6543
2106,63.6667,-2.3727
2107,66.1,-3.1347
2108,66.4333,-3.2233
2109,65.5,-3.1473
2201,79.1667,-1.1477
2202,78.0,-1.3757
2203,77.2,-1.4423
2204,80.1,-0.5373
2205,78.8,-0.663
2206,78.6667,-0.7793
2207,80.5,0.2653
2208,80.6,0.6237
2209,79.9667,0.124
2210,81.1,1.0617
2301,72.3667,-2.5113
2302,72.4,-2.6363
2303,73.8,-2.478
2304,74.0333,-1.7463
2305,73.5,-1.754
2306,76.6,-1.485
2401,59.0333,0.8977
2402,56.6333,-0.527
2403,62.1667,-0.989
2404,61.0333,-1.1893
2405,61.7667,-1.5733
2406,64.1333,-2.023
2407,64.8,-2.7877
2501,66.6333,-2.162
2502,67.5333,-3.184
2503,68.6333,-3.564
2505,68.7667,-3.3407
2506,70.4667,-3.0253
2507,70.0,-2.589
2508,71.1,-2.8273
2509,71.9333,-2.727
2601,68.6,0.6303
2602,63.6,-0.8463
2603,70.5,0.7753
2604,83.8333,0.875
2701,61.3333,-0.373
2702,64.9,-0.28
2801,69.6,0.0567
2802,72.6667,0.386
2803,72.4333,0.7447
2901,69.1,0.635
2902,64.5333,0.2087
2903,74.8333,1.122
2904,66.6,0.769
2905,74.9,1.1283
2906,68.9333,1.6347
2907,77.5667,1.8907
2908,77.7333,1.3667
3001,63.6,-1.93
3002,64.8,-0.6137
3003,61.7333,-0.549
3004,70.6667,0.3003
3005,68.0667,-0.2227
3006,65.4667,-0.89
3007,64.1,-0.581
3008,64.6333,-0.432
3009,65.7667,-1.2707
3010,65.5333,-1.487
3101,69.8667,-0.2697
3102,70.8333,0.096
3103,76.0,0.652
3104,76.2333,0.4077
