name,acres,lon,lat,reporter,cause
RANGER STADIUM FIRE,1400.0,-82.1642,26.9961,Florida Forest Service,Equipment and vehicle use
SHARIN HOLLOW,1383.0,-81.42808245,38.15955693,West Virginia Division of Forestry,Fireworks
LOST SBOAT,1380.0,-93.7297222,29.8380556,Sabine National Wildlife Refuge,Arson/incendiarism
SLEEPY,1370.0,-118.47,48.48527778,Colville National Forest,Natural
COLDSPRING,1369.0,-115.38697,42.95119,Boise District,Power generation/transmission/distribution
SOUTH SPRN,1366.0,-116.37197,43.80741,Boise District,Natural
TWO MILE,1361.0,-114.72777778,46.31027778,Nez Perce - Clearwater National Forests,Natural
CEDAR IS 1,1360.0,-76.35833333,34.888889,Cedar Island National Wildlife Refuge,Arson/incendiarism
CASPER CRE,1354.0,-106.5742,43.0336,Casper Field Office,Natural
DOFPITT,1329.0,-80.488087,25.736207,Everglades National Park,Missing data/not specified/undetermined
TAYLOR RANCH,1325.0,-82.0,27.0244,Florida Forest Service,Natural
ROCK,1313.0,-120.86722222,41.8875,Modoc National Forest,Natural
POINCETT,1300.0,-80.8586,28.3378,Florida Forest Service,Arson/incendiarism
PARRISH,1300.0,-82.1622,27.5178,Florida Forest Service,Natural
REAR,1296.0,-112.4977,39.5213,Richfield Field Office,Natural
FEALTY GAP,1291.0,-83.68472222,37.33555556,Daniel Boone National Forest,Arson/incendiarism
GOOSE LAKE,1283.0,-119.3459,48.0774,Colville Agency,Natural
SANDY,1282.0,-112.583333,41.783333,Northwest Area,Natural
STANDARD,1280.0,-118.2324,40.511,Winnemucca District Office,Equipment and vehicle use
MAD CREEK,1270.0,-106.795,40.66166667,"Medicine Bow-Routt National Forests, Thunder Basin National Grassland",Natural
SPRING,1268.0,-104.36805556,40.85638889,Arapaho and Roosevelt National Forests and Pawnee National Grassland,Equipment and vehicle use
JACKSON B,1263.0,-108.6623,32.472,Las Cruces Field Office,Natural
EARTHQUAKE CREEK,1260.0,-115.98666667,45.84,Nez Perce - Clearwater National Forests,Arson/incendiarism
QUINN RIVER,1260.0,-117.5675,41.93666667,Humboldt-Toiyabe National Forest,Natural
TURKEYWELL,1254.0,-105.4544,33.0976,Mescalero Agency,Missing data/not specified/undetermined
DEVILS DEN,1250.0,-104.68444444,32.20027778,Lincoln National Forest,Natural
MONARCH,1242.0,-112.82576,40.98628,Salt Lake Field Office,Natural
"DISTRICT 2, RIDGECREST",1230.0,-83.635833,35.816667,Tennessee Division of Forestry,Missing data/not specified/undetermined
CARTER LAKE,1216.0,-105.233333,40.283333,Fort Collins Interagency Dispatch Center,Missing data/not specified/undetermined
BAILEY,1201.1,-116.0834,40.4438,Elko District Office,Natural
WEST BRANCH - 11,1200.0,-100.21329998,33.85019998,Texas A & M Forest Service,Equipment and vehicle use
PIT COMMAND,1200.0,-81.6817,28.1792,Florida Forest Service,Natural
POWERLINE,1200.0,-81.4067,28.0778,Florida Forest Service,Missing data/not specified/undetermined
BELL,1200.0,-116.61666667,32.61666667,San Diego National Wildlife Refuge,Missing data/not specified/undetermined
PANCO OTTER BRANCH,1175.0,-83.53333333,37.26666667,Daniel Boone National Forest,Arson/incendiarism
SOUTH BRANCH - 11,1175.0,-98.00800002,29.93783001,Texas A & M Forest Service,Debris and open burning
WELCOME COMMAND,1175.0,-81.8831,27.7553,Florida Forest Service,Equipment and vehicle use
MUD FORK MTN.,1168.0,-82.12336782,37.87907385,West Virginia Division of Forestry,Arson/incendiarism
HURST HAMMOCK,1159.0,-87.3914,30.47,Florida Forest Service,Railroad operations and maintenance
WARM SPRINGS,1152.5,-111.81369,39.93126,Utah Division Forestry Fire State Lands,Equipment and vehicle use
COD FIRE,1147.0,-82.245,28.7772,Florida Forest Service,Debris and open burning
METROPOLIS,1142.0,-115.0009,41.2333,Elko District Office,Natural
DAN CANYON,1139.0,-119.5931,48.1643,Colville Agency,Equipment and vehicle use
E GREASEWD,1133.0,-108.4698,40.0839,"Northwest District, Craig",Natural
BIG & LITTLE JERRELLS CK.,1125.0,-81.63080596,37.99647835,West Virginia Division of Forestry,Fireworks
DOUBLEUP,1120.0,-108.5174,48.4833,Fort Belknap Agency,Debris and open burning
FARMLAND FIRE,1100.0,-81.933333,27.833333,Florida Forest Service,Missing data/not specified/undetermined
MCKENZIE,1100.0,-103.55,45.73555556,Custer Gallatin National Forest,Power generation/transmission/distribution
PARK COMMAND,1100.0,-81.0147,27.5461,Florida Forest Service,Railroad operations and maintenance
DRY CREEK #2 (C),1100.0,-103.37595,43.75818,South Dakota Wildland Fire Suppression,Debris and open burning
SAFARI FIRE,1100.0,-80.6547,25.8628,Florida Forest Service,Natural
WEST BRANCH - 21,1100.0,-100.28329999,30.63416999,Texas A & M Forest Service,Missing data/not specified/undetermined
WHITMAN,1099.0,-82.02883385,37.8236177,West Virginia Division of Forestry,Debris and open burning
COALWOOD,1098.0,-81.65042744,37.37546781,West Virginia Division of Forestry,Fireworks
MOUNTAIN FORK,1094.0,-81.62472315,37.30485734,West Virginia Division of Forestry,Arson/incendiarism
COONCREEK1,1086.7,-94.5408,29.57,Anahuac National Wildlife Refuge,Natural
SHALE,1079.2,-115.8637,40.8652,Elko District Office,Missing data/not specified/undetermined
HEMLOCK,1074.0,-117.06666667,34.16666667,San Bernardino National Forest,Debris and open burning
COAL MTN.,1073.0,-81.74432519,37.64500211,West Virginia Division of Forestry,Arson/incendiarism
STATION FIRE,1070.0,-81.2758,27.1864,Florida Forest Service,Recreation and ceremony
GROVERSPR2,1069.0,-112.4255,42.0352,Idaho Falls District,Natural
STARR,1065.0,-115.21694444,40.98361111,Humboldt-Toiyabe National Forest,Natural
HYAMPOM,1065.0,-123.23472222,40.56777778,Shasta-Trinity National Forest,Arson/incendiarism
CHERRY LAKE,1064.3,-81.8,28.5819,Florida Forest Service,Natural
YELLOWJACKET,1064.0,-118.91268,45.38028,Pendleton Unit,Other causes
DAVIS DRAW,1061.0,-108.9632,40.7533,"Northwest District, Craig",Natural
HIGHLAND,1060.0,-105.01290002,36.7482,New Mexico State Forestry Division,Natural
VULCAN,1055.0,-82.12293967,37.56821453,West Virginia Division of Forestry,Fireworks
MARE BR. AMEAGLE,1044.0,-81.4001344,37.95134352,West Virginia Division of Forestry,Fireworks
SHAFFER,1022.0,-120.31873,40.44135,Northern California District,Natural
BLOOMINGROSE,1021.0,-81.64224079,38.139925,West Virginia Division of Forestry,Arson/incendiarism
HEARD MT.,1014.0,-78.725,37.9217,Virginia Department of Forestry,Missing data/not specified/undetermined
MAXCY COMMAND,1000.0,-80.8992,27.6639,Florida Forest Service,Natural
MARCH FIRE,1000.0,-80.4041667,26.625,Arthur R. Marshall/Loxahatchee National Wildlife Refuge,Natural
CROWN CITY,1000.0,-81.25,38.583333,Ohio Department of Natural Resources,Missing data/not specified/undetermined
PORCUPINE,1000.0,-118.12712,47.8436,Lake Roosevelt National Recreation Area,Natural
BIG MARY,1000.0,-100.0907,48.8458,Turtle Mountain Agency,Missing data/not specified/undetermined
CAMP KLINE,1000.0,-78.083333,40.933333,Pennsylvania Division of Forest Fire Protection,Missing data/not specified/undetermined
MIDAS,1000.0,-117.0176,41.2524,Battle Mountain District Office,Natural
GRASS,1000.0,-101.38491,43.35295,Martin Volunteer Fire Department,Missing data/not specified/undetermined
ROCK CRK,1000.0,-120.4328,45.7401,Yakama Agency,Debris and open burning
MULTI COMMAND,1000.0,-80.4406,25.7497,Florida Forest Service,Railroad operations and maintenance
INDIAN SPRINGS FIRE,1000.0,-77.947532,39.705251,Maryland Department of Natural Resources Forest Service,Missing data/not specified/undetermined
