id,value,anomaly
101,79.0333,1.5967
102,78.7333,1.4877
103,80.5333,1.511
104,79.5333,1.6277
105,79.5,1.835
106,81.9,2.0743
107,82.0333,2.122
108,82.8667,2.45
201,80.2667,0.1383
202,70.3667,0.3977
203,75.8333,0.3143
204,76.4667,0.6903
205,89.5,1.0417
206,87.0,0.727
207,79.2,0.402
301,78.5333,2.8997
302,78.9667,2.583
303,80.5333,1.989
304,81.3,3.2217
305,82.5667,3.2237
306,82.5667,2.6123
307,82.9333,3.3133
308,83.3333,3.1667
309,83.2333,2.9767
401,65.9,1.4657
402,69.3333,0.326
403,61.6333,0.322
404,68.4667,1.436
405,71.4667,-0.1113
406,70.9,1.6173
407,82.3,0.304
501,68.9333,-0.13
502,61.7667,0.8373
503,70.9667,-0.4453
504,64.7,0.222
505,58.1667,0.67
601,67.5667,0.9927
602,69.5,1.114
603,70.6,1.156
701,73.8,0.7277
702,74.2667,0.893
801,82.9333,2.5897
802,83.0333,2.9807
803,83.5333,3.0927
804,83.7,3.0737
805,84.1667,2.972
806,84.1,3.191
807,84.8,2.741
901,78.1667,1.128
902,77.0,1.3867
903,78.6333,1.7253
904,79.9,1.9947
905,81.6,2.3577
906,82.0333,2.7453
907,82.5333,2.581
908,82.2667,2.5157
909,82.8667,2.7137
1001,63.5,3.31
1002,64.8333,2.8153
1003,67.7667,2.658
1004,60.0667,1.9963
1005,71.2667,1.3947
1006,66.3,1.1503
1007,68.0333,1.075
1008,58.6667,0.7653
1009,64.5,0.268
1010,62.1667,0.3027
1101,71.7333,0.4823
1102,71.8333,0.8617
1103,73.9667,0.251
1104,73.3333,0.432
1105,72.9333,0.636
1106,75.1,0.3903
1107,74.8333,0.5137
1108,76.6667,0.7323
1109,76.3667,0.5327
1201,71.8667,0.7603
1202,71.3333,0.4833
1203,71.1333,0.4877
1204,73.0,0.3217
1205,72.4,0.0437
1206,71.7,0.2873
1207,75.1667,0.288
1208,74.1,0.298
1209,73.7,0.2913
1301,70.0,-0.4723
1302,69.8,-0.18
1303,69.5333,-0.09
1304,71.3333,-0.3177
1305,71.4,-0.1693
1306,71.6333,0.125
1307,72.8333,-0.2093
1308,72.8333,-0.23
1309,73.2,0.03
1401,73.9667,-0.0463
1402,76.3667,0.273
1403,75.5333,-0.106
1404,75.1333,0.033
1405,77.9,0.726
1406,76.8667,0.4293
1407,76.9667,0.2957
1408,79.4333,1.2137
1409,79.0667,1.2983
1501,77.2333,0.6293
1502,75.5667,0.5983
1503,73.9667,0.267
1504,73.5333,0.3413
1601,85.2667,4.1843
1602,84.0667,3.694
1603,83.7,3.001
1604,85.2,4.4213
1605,84.4667,3.1767
1606,83.4667,2.821
1607,83.9333,2.243
1608,83.7333,2.47
1609,84.0333,2.6497
1701,62.3,0.879
1702,65.1333,0.7167
1703,64.8,0.8847
1801,75.2,1.0207
1802,75.2667,0.9183
1803,75.5333,0.816
1804,75.4667,1.0613
1805,74.3,0.2943
1806,73.2,0.6603
1807,71.7,0.333
1808,66.2333,0.2683
1901,66.1,0.9227
1902,68.7667,1.1253
1903,68.9,1.0493
2001,63.8667,1.578
2002,64.3667,2.0483
2003,66.0333,1.547
2004,66.0667,1.621
2005,67.5667,1.1417
2006,68.4333,1.605
2007,68.9667,1.6413
2008,70.1667,1.0283
2009,69.8333,0.9737
2010,70.0333,1.1087
2101,66.3667,0.6803
2102,64.7,0.7347
2103,63.2667,1.5797
2104,68.2,0.0347
2105,68.1667,0.079
2106,66.6,0.5607
2107,68.7667,-0.468
2108,69.1333,-0.5233
2109,68.3,-0.3473
2201,82.7333,2.419
2202,81.3,1.9243
2203,80.2667,1.6243
2204,82.8667,2.2293
2205,81.4667,2.0037
2206,81.4333,1.9873
2207,82.7333,2.4987
2208,82.4,2.4237
2209,81.8667,2.024
2210,82.8,2.7617
2301,74.8333,-0.0447
2302,75.1,0.0637
2303,76.8333,0.5553
2304,77.2667,1.487
2305,76.2333,0.9793
2306,79.2,1.115
2401,60.2,2.0643
2402,57.5667,0.4063
2403,65.0667,1.911
2404,62.9667,0.744
2405,63.7667,0.4267
2406,67.6,1.4437
2407,68.0667,0.479
2501,68.3,-0.4953
2502,70.0,-0.7173
2503,71.3333,-0.864
2505,71.6333,-0.474
2506,73.3667,-0.1253
2507,72.2667,-0.3223
2508,73.5667,-0.3607
2509,74.5,-0.1603
2601,68.3667,0.397
2602,64.5333,0.087
2603,69.8333,0.1087
2604,82.9,-0.0583
2701,62.2333,0.527
2702,66.2333,1.0533
2801,70.7333,1.19
2802,73.3667,1.086
2803,73.0667,1.378
2901,68.8,0.335
2902,65.0,0.6753
2903,75.1,1.3887
2904,66.0333,0.2023
2905,74.6667,0.895
2906,68.4667,1.168
2907,77.9667,2.2907
2908,77.0667,0.7
3001,65.6,0.07
3002,65.6667,0.253
3003,63.0,0.7177
3004,71.6667,1.3003
3005,68.9667,0.6773
3006,66.5667,0.21
3007,64.9667,0.2857
3008,66.4333,1.368
3009,67.8667,0.8293
3010,67.3,0.2797
3101,71.4,1.2637
3102,72.1667,1.4293
3103,76.9333,1.5853
3104,77.5667,1.741
3105,78.7,1.8143
3106,79.7333,2.0717
3107,78.7333,1.2933
3108,77.5667,1.0613
3201,66.0,0.8933
3202,65.9,0.6613
3203,65.9667,0.7143
3204,67.1333,0.6327
3205,66.8,0.5523
3206,67.6667,0.5267
3207,67.0,0.3637
3208,67.6667,0.2177
3209,67.8,0.2243
3301,71.5667,0.342
3302,71.1667,0.3683
3303,69.4,0.7363
3304,71.6667,0.4133
3305,71.8,0.3307
3306,70.2667,0.6533
3307,69.8333,0.392
3308,72.6333,0.298
3309,72.4667,0.195
3310,71.1333,0.066
3401,78.1667,0.7557
3402,82.0333,2.2593
3403,81.4667,2.082
3404,82.8667,3.0883
3405,83.7667,3.3787
3406,83.0,3.08
3407,85.3,3.9873
3408,85.3667,4.0913
3409,83.1333,3.9463
3501,62.0667,2.0313
3502,64.9333,2.3033
3503,65.4667,2.6437
3504,60.9667,3.0123
3505,60.6667,2.512
3506,68.2,3.1207
3507,63.7,2.223
3508,63.0,2.6227
3509,67.7667,1.3473
3601,66.5,0.2377
3602,69.1,0.4683
3603,72.1,0.708
3604,71.3333,0.233
3605,69.0667,-0.1803
3606,66.0667,0.0003
3607,67.1,-0.094
3608,68.8,-0.19
3609,69.0,0.089
3610,66.8,0.595
3701,69.3667,1.4823
3801,76.4,1.741
3802,79.2667,2.0217
3803,79.5,1.6943
3804,80.6333,1.8933
3805,80.9333,2.102
3806,81.1667,2.1143
3807,81.8,2.4273
3901,68.3,0.0417
3902,68.9333,-0.1127
3903,68.3333,0.024
3904,63.7333,-0.927
3905,69.2667,-0.9557
3906,70.2667,-0.7493
3907,69.0333,-0.3383
3908,70.1667,-1.089
3909,70.4333,-0.9223
4001,74.9333,0.8037
4002,74.4667,0.8857
4003,77.3667,1.13
4004,79.6333,1.693
4101,79.9333,2.392
4102,84.6667,3.0887
4103,85.5667,3.071
4104,85.7333,4.0913
4105,81.9667,2.716
4106,83.7333,2.2013
4107,86.0667,3.0017
4108,85.1,2.9243
4109,88.0667,3.247
4110,88.3,3.7103
4201,70.3667,-0.5413
4202,77.6333,0.0263
4203,68.5667,-0.1943
4204,65.1,-0.017
4205,59.5333,0.1573
4206,67.3,0.0567
4207,73.8,0.9663
4301,63.3333,0.6797
4302,64.8667,0.5343
4303,64.8667,1.112
4401,76.7667,0.9773
4402,75.9333,1.136
4403,74.4667,1.013
4404,73.2,1.0373
4405,71.2667,1.0087
4406,70.4333,0.7523
4501,59.7,1.924
4502,61.8667,2.1437
4503,63.9,2.5043
4504,62.0333,2.6683
4505,59.0667,3.4057
4506,61.4333,3.611
4507,69.1,3.3047
4508,71.6667,3.194
4509,65.1333,3.534
4510,68.1333,3.5243
4601,71.4333,0.157
4602,71.2,0.3353
4603,72.9,0.0403
4604,67.2333,0.2603
4605,70.3333,0.4073
4606,71.0667,0.6013
4701,65.9333,0.8197
4702,65.2333,1.1073
4703,65.5667,1.281
4704,68.2333,0.1893
4705,67.8667,0.4357
4706,68.1667,1.5323
4707,69.2333,0.0263
4708,69.8,0.7687
4709,69.7,0.8403
4801,54.8333,0.0483
4802,54.9667,0.4157
4803,59.6667,0.0087
4804,62.4,-0.1337
4805,64.9667,0.0053
4806,65.1667,-0.3673
4807,66.2333,-0.8143
4808,64.7667,-0.1993
4809,60.9,-0.6197
4810,61.1,-0.286
