id,value
101,11.81
102,11.38
103,10.91
104,9.67
105,9.59
106,9.68
107,14.27
108,18.75
201,1.21
202,2.94
203,3.31
204,3.54
205,0.45
206,2.04
207,4.21
301,10.52
302,8.66
303,10.59
304,11.01
305,7.76
306,8.82
307,7.76
308,7.84
309,8.75
401,2.51
402,2.3
403,2.35
404,0.54
405,0.82
406,0.48
407,0.33
501,6.79
502,5.13
503,8.07
504,6.68
505,5.76
601,8.11
602,7.41
603,5.81
701,7.18
702,7.24
801,17.81
802,22.11
803,24.82
804,28.93
805,34.63
806,34.12
807,26.53
901,10.94
902,15.11
903,16.58
904,10.94
905,15.06
906,22.0
907,15.1
908,14.51
909,24.29
1001,6.71
1002,7.78
1003,7.03
1004,6.71
1005,2.65
1006,3.35
1007,3.22
1008,5.88
1009,4.98
1010,5.06
1101,10.22
1102,9.48
1103,11.59
1104,9.43
1105,10.43
1106,10.84
1107,11.44
1108,11.18
1109,11.9
1201,10.12
1202,11.66
1203,10.74
1204,9.7
1205,10.27
1206,10.39
1207,12.22
1208,13.37
1209,11.76
1301,11.75
1302,12.79
1303,11.2
1304,8.46
1305,10.36
1306,9.56
1307,8.86
1308,11.39
1309,12.07
1401,6.61
1402,8.21
1403,13.47
1404,7.47
1405,9.74
1406,13.59
1407,8.44
1408,12.7
1409,18.51
1501,12.68
1502,11.34
1503,11.3
1504,9.76
1601,8.01
1602,10.08
1603,11.14
1604,10.8
1605,13.1
1606,13.04
1607,15.72
1608,13.78
1609,16.61
1701,8.57
1702,7.35
1703,7.79
1801,7.05
1802,7.87
1803,8.73
1804,8.36
1805,7.73
1806,9.11
1807,11.04
1808,12.53
1901,9.05
1902,7.58
1903,6.99
2001,9.83
2002,8.91
2003,10.19
2004,10.68
2005,9.16
2006,10.24
2007,8.24
2008,9.98
2009,10.16
2010,9.26
2101,11.47
2102,12.5
2103,12.43
2104,12.41
2105,13.12
2106,15.43
2107,12.12
2108,12.14
2109,10.63
2201,10.33
2202,13.75
2203,13.34
2204,10.12
2205,11.92
2206,11.59
2207,10.19
2208,9.62
2209,11.21
2210,16.33
2301,14.43
2302,13.09
2303,13.27
2304,11.03
2305,11.96
2306,12.65
2401,8.39
2402,7.49
2403,9.79
2404,8.12
2405,5.97
2406,6.75
2407,5.17
2501,7.52
2502,7.7
2503,8.96
2505,7.02
2506,6.19
2507,6.32
2508,6.6
2509,9.19
2601,1.97
2602,3.15
2603,1.46
2604,0.57
2701,9.51
2702,8.66
2801,8.06
2802,8.24
2803,7.95
2901,2.84
2902,6.0
2903,5.96
2904,5.02
2905,3.07
2906,5.75
2907,3.95
2908,3.63
3001,7.79
3002,7.57
3003,10.02
3004,6.45
3005,7.83
3006,7.7
3007,9.72
3008,10.66
3009,7.67
3010,7.77
3101,18.64
3102,17.61
3103,18.17
3104,19.32
3105,19.94
3106,21.42
3107,20.52
3108,16.07
3201,7.55
3202,7.01
3203,10.06
3204,8.58
3205,9.58
3206,10.66
3207,8.16
3208,9.26
3209,10.18
3301,9.33
3302,11.03
3303,9.96
3304,13.46
3305,14.75
3306,12.77
3307,10.63
3308,11.87
3309,11.73
3310,10.82
3401,8.4
3402,16.21
3403,15.66
3404,15.33
3405,12.97
3406,10.99
3407,15.08
3408,9.11
3409,9.42
3501,5.64
3502,5.65
3503,5.18
3504,9.76
3505,3.84
3506,3.03
3507,2.91
3508,4.63
3509,3.14
3601,7.61
3602,8.95
3603,8.29
3604,11.07
3605,8.05
3606,7.66
3607,7.78
3608,10.04
3609,10.09
3610,8.93
3701,6.59
3801,25.79
3802,20.94
3803,19.09
3804,22.44
3805,19.26
3806,23.7
3807,25.0
3901,7.3
3902,8.73
3903,10.07
3904,9.02
3905,6.83
3906,7.81
3907,9.5
3908,6.99
3909,8.3
4001,10.82
4002,12.32
4003,13.18
4004,15.24
4101,6.68
4102,11.3
4103,10.43
4104,10.33
4105,3.69
4106,4.83
4107,8.0
4108,12.7
4109,6.11
4110,7.86
4201,3.01
4202,2.08
4203,3.61
4204,3.27
4205,5.07
4206,3.2
4207,2.74
4301,11.41
4302,10.59
4303,9.05
4401,9.78
4402,12.87
4403,16.87
4404,13.02
4405,15.17
4406,10.92
4501,9.61
4502,4.96
4503,5.87
4504,7.9
4505,8.5
4506,3.61
4507,2.46
4508,1.98
4509,5.14
4510,4.21
4601,11.57
4602,12.52
4603,12.78
4604,12.08
4605,10.8
4606,12.76
4701,15.11
4702,14.07
4703,11.86
4704,13.86
4705,13.59
4706,10.43
4707,10.74
4708,12.09
4709,11.72
4801,6.25
4802,6.37
4803,3.62
4804,3.96
4805,5.57
4806,6.93
4807,5.42
4808,5.12
4809,4.25
4810,3.61
