id,value
101,17.4
102,15.78
103,17.23
104,15.29
105,14.88
106,14.81
107,14.58
108,26.03
201,2.25
202,4.15
203,3.24
204,3.13
205,1.18
206,2.17
207,4.32
301,12.35
302,8.19
303,10.03
304,10.26
305,10.11
306,10.47
307,10.63
308,10.37
309,9.94
401,2.73
402,2.18
403,2.61
404,0.28
405,0.58
406,0.1
407,0.8
501,9.18
502,5.58
503,10.51
504,9.31
505,6.52
601,13.22
602,11.63
603,10.98
701,9.74
702,10.22
801,18.15
802,18.7
803,19.97
804,21.67
805,23.46
806,25.99
807,21.68
901,12.13
902,13.47
903,11.31
904,12.99
905,10.41
906,14.35
907,11.82
908,11.41
909,15.68
1001,5.48
1002,6.14
1003,5.67
1004,6.08
1005,2.69
1006,3.13
1007,2.29
1008,4.93
1009,4.28
1010,6.08
1101,10.84
1102,10.47
1103,10.92
1104,11.0
1105,12.22
1106,7.75
1107,10.78
1108,11.78
1109,11.98
1201,14.62
1202,14.23
1203,13.79
1204,10.02
1205,11.33
1206,11.53
1207,11.34
1208,12.59
1209,13.14
1301,9.0
1302,11.24
1303,13.99
1304,8.27
1305,9.51
1306,10.37
1307,8.32
1308,8.83
1309,11.2
1401,9.6
1402,9.05
1403,9.28
1404,12.61
1405,13.12
1406,12.1
1407,12.56
1408,15.26
1409,14.42
1501,11.25
1502,12.75
1503,13.59
1504,13.69
1601,11.29
1602,10.03
1603,8.78
1604,12.1
1605,11.06
1606,17.25
1607,13.7
1608,17.94
1609,19.39
1701,12.11
1702,11.08
1703,8.09
1801,10.02
1802,11.81
1803,11.92
1804,10.03
1805,9.26
1806,7.79
1807,8.84
1808,12.53
1901,11.03
1902,8.97
1903,8.39
2001,9.43
2002,7.8
2003,8.5
2004,8.57
2005,10.45
2006,8.85
2007,8.96
2008,10.52
2009,9.74
2010,9.34
2101,11.32
2102,11.21
2103,9.14
2104,11.08
2105,14.69
2106,13.91
2107,10.57
2108,14.16
2109,16.82
2201,14.14
2202,17.25
2203,17.77
2204,10.55
2205,13.98
2206,15.38
2207,11.66
2208,15.42
2209,14.79
2210,20.99
2301,8.84
2302,9.06
2303,11.43
2304,11.7
2305,11.01
2306,11.32
2401,6.84
2402,8.28
2403,5.84
2404,9.24
2405,8.54
2406,7.24
2407,6.63
2501,8.39
2502,9.72
2503,7.54
2505,8.44
2506,9.86
2507,9.45
2508,6.97
2509,10.57
2601,2.4
2602,4.12
2603,2.17
2604,0.89
2701,14.72
2702,10.97
2801,13.07
2802,12.64
2803,13.67
2901,5.59
2902,7.9
2903,9.6
2904,6.52
2905,5.51
2906,7.63
2907,7.27
2908,4.88
3001,12.12
3002,9.17
3003,11.25
3004,10.74
3005,10.35
3006,9.64
3007,11.55
3008,11.47
3009,9.73
3010,9.26
3101,11.9
3102,11.32
3103,10.33
3104,12.07
3105,12.89
3106,11.88
3107,11.95
3108,10.29
3201,8.09
3202,9.12
3203,10.5
3204,8.49
3205,7.71
3206,9.34
3207,7.5
3208,5.92
3209,7.83
3301,13.71
3302,12.41
3303,10.41
3304,12.71
3305,16.18
3306,12.95
3307,10.86
3308,13.55
3309,14.12
3310,15.26
3401,9.01
3402,13.64
3403,16.51
3404,11.22
3405,11.82
3406,13.11
3407,9.79
3408,7.84
3409,10.55
3501,6.4
3502,5.33
3503,4.01
3504,6.81
3505,2.89
3506,2.21
3507,2.58
3508,4.6
3509,2.57
3601,10.98
3602,13.26
3603,10.4
3604,8.65
3605,11.06
3606,10.16
3607,11.52
3608,10.6
3609,11.24
3610,11.54
3701,9.65
3801,12.99
3802,11.44
3803,13.53
3804,14.94
3805,12.01
3806,15.75
3807,18.6
3901,7.17
3902,7.56
3903,9.2
3904,10.94
3905,10.94
3906,11.18
3907,9.77
3908,11.02
3909,7.96
4001,11.93
4002,13.93
4003,14.27
4004,15.55
4101,8.48
4102,9.74
4103,8.81
4104,11.3
4105,5.44
4106,8.08
4107,8.75
4108,7.52
4109,6.11
4110,2.37
4201,3.82
4202,2.66
4203,4.56
4204,4.98
4205,5.89
4206,4.65
4207,3.71
4301,15.01
4302,12.0
4303,10.85
4401,9.98
4402,10.48
4403,10.09
4404,10.15
4405,10.72
4406,9.59
4501,14.04
4502,5.15
4503,6.68
4504,9.6
4505,9.81
4506,4.18
4507,2.92
4508,1.39
4509,4.81
4510,2.29
4601,14.11
4602,13.72
4603,14.09
4604,12.81
4605,10.89
4606,9.71
4701,12.81
4702,12.86
4703,11.19
4704,15.09
4705,12.76
4706,12.95
4707,14.28
4708,14.79
4709,13.58
4801,7.89
4802,8.49
4803,4.47
4804,7.37
4805,6.85
4806,6.09
4807,7.33
4808,6.95
4809,5.41
4810,4.41
