id,value,anomaly
101,78.0667,0.63
102,77.9667,0.721
103,79.4667,0.4443
104,79.1667,1.261
105,79.0667,1.4017
106,80.6667,0.841
107,80.8333,0.922
108,81.7,1.2833
201,81.8667,1.7383
202,71.2,1.231
203,77.8,2.281
204,77.8333,2.057
205,91.2,2.7417
206,89.0667,2.7937
207,80.8,2.002
301,75.9667,0.333
302,76.5333,0.1497
303,78.9333,0.389
304,78.9,0.8217
305,80.2333,0.8903
306,80.6,0.6457
307,80.7,1.08
308,81.0,0.8333
309,81.1667,0.91
401,68.6667,4.2323
402,72.3333,3.326
403,64.1333,2.822
404,70.5667,3.536
405,74.2667,2.6887
406,72.5,3.2173
407,84.4667,2.4707
501,70.4333,1.37
502,62.8,1.8707
503,72.8667,1.4547
504,66.1,1.622
505,58.9667,1.47
601,68.0333,1.4593
602,69.7667,1.3807
603,71.7333,2.2893
701,75.0333,1.961
702,75.2333,1.8597
801,82.2,1.8563
802,82.1,2.0473
803,82.1667,1.726
804,82.2667,1.6403
805,82.7333,1.5387
806,83.0667,2.1577
807,84.3333,2.2743
901,77.6333,0.5947
902,76.4,0.7867
903,78.2333,1.3253
904,79.3333,1.428
905,80.9,1.6577
906,80.9,1.612
907,81.1,1.1477
908,81.2,1.449
909,82.0333,1.8803
1001,65.5333,5.3433
1002,66.6333,4.6153
1003,69.9,4.7913
1004,62.0,3.9297
1005,73.9667,4.0947
1006,68.2333,3.0837
1007,70.1,3.1417
1008,61.0,3.0987
1009,66.8333,2.6013
1010,63.8,1.936
1101,69.9333,-1.3177
1102,69.7667,-1.205
1103,72.1667,-1.549
1104,72.2667,-0.6347
1105,71.3,-0.9973
1106,73.8667,-0.843
1107,73.4667,-0.853
1108,76.1333,0.199
1109,75.6,-0.234
1201,70.1,-1.0063
1202,69.8667,-0.9833
1203,69.3,-1.3457
1204,71.6667,-1.0117
1205,71.0,-1.3563
1206,70.4,-1.0127
1207,74.5667,-0.312
1208,73.2,-0.602
1209,72.6333,-0.7753
1301,69.7667,-0.7057
1302,68.8,-1.18
1303,68.3667,-1.2567
1304,70.2,-1.451
1305,69.8333,-1.736
1306,70.0667,-1.4417
1307,71.6667,-1.376
1308,71.5,-1.5633
1309,71.4,-1.77
1401,74.9,0.887
1402,75.5667,-0.527
1403,74.9667,-0.6727
1404,76.1333,1.033
1405,77.4,0.226
1406,76.3333,-0.104
1407,77.2667,0.5957
1408,78.0,-0.2197
1409,77.6,-0.1683
1501,76.6333,0.0293
1502,75.0667,0.0983
1503,73.3333,-0.3663
1504,73.3,0.108
1601,82.4333,1.351
1602,81.7333,1.3607
1603,82.2,1.501
1604,82.2333,1.4547
1605,82.1667,0.8767
1606,82.2667,1.621
1607,82.6,0.9097
1608,82.6667,1.4033
1609,83.5667,2.183
1701,61.9,0.479
1702,64.6333,0.2167
1703,64.6333,0.718
1801,76.1333,1.954
1802,75.5333,1.185
1803,76.1333,1.416
1804,76.0333,1.628
1805,75.5667,1.561
1806,73.7333,1.1937
1807,71.9667,0.5997
1808,66.4,0.435
1901,66.2,1.0227
1902,68.8333,1.192
1903,69.7667,1.916
2001,62.5667,0.278
2002,62.5333,0.215
2003,65.2333,0.747
2004,64.8,0.3543
2005,66.2,-0.225
2006,67.0667,0.2383
2007,67.3333,0.008
2008,68.2,-0.9383
2009,68.0333,-0.8263
2010,68.8667,-0.058
