id,value
101,14.07
102,11.46
103,12.27
104,10.48
105,10.42
106,10.9
107,13.85
108,18.95
201,3.53
202,4.65
203,5.7
204,5.96
205,1.0
206,2.59
207,6.26
301,13.88
302,18.08
303,14.44
304,14.47
305,17.11
306,11.08
307,15.92
308,17.55
309,16.65
401,0.85
402,0.72
403,0.5
404,0.01
405,0.13
406,0.0
407,0.37
501,6.52
502,3.84
503,6.45
504,4.83
505,4.85
601,10.03
602,8.77
603,7.71
701,11.53
702,12.49
801,18.91
802,18.31
803,17.87
804,22.14
805,23.67
806,18.04
807,15.88
901,9.19
902,10.9
903,10.54
904,9.47
905,7.93
906,9.45
907,13.09
908,12.25
909,13.21
1001,2.96
1002,3.78
1003,3.78
1004,2.55
1005,0.78
1006,0.54
1007,0.25
1008,1.52
1009,0.57
1010,0.95
1101,19.24
1102,15.85
1103,15.32
1104,17.01
1105,18.29
1106,15.51
1107,15.97
1108,15.91
1109,18.37
1201,18.12
1202,14.69
1203,11.95
1204,16.38
1205,16.84
1206,14.15
1207,16.13
1208,16.98
1209,16.01
1301,10.37
1302,17.67
1303,21.19
1304,11.78
1305,16.06
1306,19.58
1307,16.58
1308,13.78
1309,15.71
1401,7.07
1402,11.71
1403,12.89
1404,9.25
1405,13.76
1406,14.06
1407,11.64
1408,13.43
1409,15.14
1501,19.51
1502,17.36
1503,15.87
1504,15.97
1601,17.25
1602,17.73
1603,17.7
1604,18.88
1605,22.17
1606,31.14
1607,27.91
1608,31.09
1609,26.83
1701,12.7
1702,9.82
1703,9.48
1801,13.36
1802,10.79
1803,9.87
1804,12.31
1805,11.47
1806,12.51
1807,10.77
1808,11.26
1901,9.84
1902,7.42
1903,5.11
2001,12.78
2002,11.12
2003,9.06
2004,8.87
2005,10.41
2006,10.24
2007,11.37
2008,14.31
2009,13.74
2010,10.99
2101,13.76
2102,14.28
2103,13.69
2104,14.28
2105,16.96
2106,17.96
2107,13.29
2108,19.15
2109,19.8
2201,11.52
2202,11.2
2203,12.66
2204,13.34
2205,12.89
2206,10.48
2207,19.54
2208,17.98
2209,13.87
2210,20.21
2301,16.5
2302,15.49
2303,14.65
2304,14.01
2305,16.83
2306,15.0
2401,4.15
2402,2.95
2403,5.5
2404,4.65
2405,3.48
2406,6.21
2407,4.49
2501,6.39
2502,8.61
2503,9.18
2505,7.66
2506,11.34
2507,6.84
2508,7.49
2509,10.17
2601,0.16
2602,0.93
2603,1.55
2604,1.62
2701,12.91
2702,9.32
2801,11.77
2802,11.32
2803,10.65
2901,3.52
2902,6.33
2903,7.09
2904,5.42
2905,3.44
2906,6.82
2907,5.77
2908,4.98
3001,9.34
3002,12.96
3003,13.18
3004,7.37
3005,11.03
3006,14.1
3007,10.72
3008,9.76
3009,8.53
3010,7.48
3101,13.27
3102,14.35
3103,14.07
3104,11.97
3105,10.75
3106,14.62
3107,17.68
3108,14.07
3201,6.49
3202,9.68
3203,13.46
3204,6.96
3205,11.13
3206,10.98
3207,5.89
3208,8.97
3209,11.88
3301,9.92
3302,7.93
3303,9.14
3304,10.71
3305,11.8
3306,9.09
3307,9.74
3308,13.82
3309,12.63
3310,10.73
3401,9.54
3402,10.03
3403,9.39
3404,11.41
3405,9.26
3406,9.55
3407,10.81
3408,8.28
3409,11.73
3501,3.17
3502,2.61
3503,1.89
3504,4.22
3505,1.54
3506,1.43
3507,1.14
3508,2.2
3509,0.72
3601,12.11
3602,12.24
3603,10.82
3604,10.02
3605,10.02
3606,10.34
3607,9.92
3608,9.8
3609,12.55
3610,12.45
3701,6.9
3801,14.08
3802,8.66
3803,8.54
3804,13.98
3805,8.6
3806,12.35
3807,11.99
3901,5.05
3902,7.05
3903,9.92
3904,7.09
3905,6.21
3906,6.52
3907,9.48
3908,6.94
3909,7.15
4001,11.16
4002,14.12
4003,16.37
4004,12.98
4101,8.55
4102,8.56
4103,11.25
4104,13.85
4105,7.17
4106,8.39
4107,11.44
4108,18.02
4109,8.35
4110,5.68
4201,1.11
4202,3.45
4203,0.77
4204,2.8
4205,1.54
4206,1.46
4207,2.44
4301,13.27
4302,10.92
4303,10.58
4401,13.06
4402,11.56
4403,13.3
4404,12.15
4405,14.37
4406,14.25
4501,6.12
4502,2.63
4503,3.45
4504,5.49
4505,6.12
4506,2.75
4507,2.05
4508,0.95
4509,3.22
4510,2.14
4601,12.24
4602,14.53
4603,14.88
4604,16.52
4605,16.27
4606,11.57
4701,16.04
4702,15.68
4703,13.84
4704,18.68
4705,14.38
4706,12.52
4707,19.57
4708,16.21
4709,11.85
4801,2.81
4802,2.13
4803,1.43
4804,2.01
4805,2.75
4806,3.98
4807,4.03
4808,2.59
4809,1.59
4810,1.27
