id,value,anomaly
101,77.9333,0.4967
102,77.7,0.4543
103,79.3333,0.311
104,78.8667,0.961
105,78.7,1.035
106,80.6667,0.841
107,81.1,1.1887
108,81.9,1.4833
201,82.3667,2.2383
202,71.9333,1.9643
203,78.1,2.581
204,78.2333,2.457
205,91.0,2.5417
206,89.4,3.127
207,81.1333,2.3353
301,75.0,-0.6337
302,75.6333,-0.7503
303,78.2,-0.3443
304,77.6,-0.4783
305,79.0333,-0.3097
306,79.5333,-0.421
307,79.1667,-0.4533
308,79.7333,-0.4333
309,80.4333,0.1767
401,66.9667,2.5323
402,71.2,2.1927
403,62.7,1.3887
404,69.9333,2.9027
405,73.8,2.222
406,71.3,2.0173
407,84.2,2.204
501,70.3333,1.27
502,62.8333,1.904
503,72.2333,0.8213
504,65.7667,1.2887
505,58.7667,1.27
601,68.8667,2.2927
602,70.8,2.414
603,72.2667,2.8227
701,75.8,2.7277
702,76.9333,3.5597
801,82.0667,1.723
802,82.0667,2.014
803,82.6667,2.226
804,83.0333,2.407
805,83.4667,2.272
806,83.7333,2.8243
807,85.2,3.141
901,77.3333,0.2947
902,76.0,0.3867
903,77.3,0.392
904,79.2,1.2947
905,80.5667,1.3243
906,80.7,1.412
907,81.3,1.3477
908,81.2667,1.5157
909,82.0333,1.8803
1001,61.8667,1.6767
1002,63.1667,1.1487
1003,66.2,1.0913
1004,59.3,1.2297
1005,70.8667,0.9947
1006,65.7333,0.5837
1007,68.4333,1.475
1008,59.0,1.0987
1009,65.4,1.168
1010,62.7667,0.9027
1101,71.9667,0.7157
1102,71.6333,0.6617
1103,73.8333,0.1177
1104,73.4667,0.5653
1105,72.8,0.5027
1106,74.3667,-0.343
1107,74.2,-0.1197
1108,76.1,0.1657
1109,75.7,-0.134
1201,71.5667,0.4603
1202,71.6,0.75
1203,71.3,0.6543
1204,72.7333,0.055
1205,72.7,0.3437
1206,72.3667,0.954
1207,74.9,0.0213
1208,73.7333,-0.0687
1209,73.9333,0.5247
1301,70.4,-0.0723
1302,69.8333,-0.1467
1303,69.6667,0.0433
1304,71.4667,-0.1843
1305,71.3,-0.2693
1306,71.7667,0.2583
1307,72.8667,-0.176
1308,72.6333,-0.43
1309,72.8333,-0.3367
1401,74.1333,0.1203
1402,75.4333,-0.6603
1403,75.2333,-0.406
1404,75.3667,0.2663
1405,76.5667,-0.6073
1406,75.8,-0.6373
1407,76.8333,0.1623
1408,77.4667,-0.753
1409,76.4333,-1.335
1501,76.6,-0.004
1502,75.6,0.6317
1503,74.4333,0.7337
