id,value
101,15.21
102,13.14
103,11.77
104,11.62
105,11.38
106,10.28
107,10.92
108,14.19
201,4.06
202,4.16
203,7.45
204,6.83
205,2.9
206,3.92
207,7.31
301,11.18
302,11.68
303,12.82
304,15.7
305,14.28
306,14.56
307,14.91
308,12.39
309,13.28
401,0.59
402,0.64
403,1.86
404,0.03
405,0.34
406,0.31
407,1.26
501,7.0
502,4.87
503,10.75
504,7.93
505,4.33
601,13.36
602,9.63
603,9.14
701,12.98
702,12.01
801,11.34
802,16.16
803,19.71
804,20.77
805,24.06
806,24.22
807,14.64
901,11.46
902,12.53
903,9.96
904,10.93
905,10.08
906,11.36
907,9.12
908,9.91
909,13.31
1001,5.78
1002,3.47
1003,3.18
1004,4.2
1005,1.28
1006,2.73
1007,2.16
1008,4.78
1009,3.83
1010,5.81
1101,16.05
1102,16.79
1103,17.27
1104,16.62
1105,16.4
1106,15.27
1107,12.91
1108,12.08
1109,13.43
1201,18.85
1202,13.09
1203,11.09
1204,14.32
1205,13.42
1206,15.14
1207,13.27
1208,13.05
1209,13.17
1301,19.23
1302,16.77
1303,15.64
1304,22.24
1305,19.44
1306,17.35
1307,21.59
1308,19.84
1309,17.86
1401,12.17
1402,13.69
1403,13.11
1404,13.25
1405,13.83
1406,12.11
1407,11.69
1408,15.03
1409,12.31
1501,11.4
1502,12.61
1503,12.57
1504,15.14
1601,11.0
1602,13.98
1603,15.24
1604,15.86
1605,19.5
1606,18.94
1607,22.96
1608,22.23
1609,18.14
1701,13.74
1702,15.47
1703,15.74
1801,10.57
1802,9.36
1803,8.64
1804,11.74
1805,11.2
1806,12.82
1807,12.71
1808,13.76
1901,16.61
1902,11.98
1903,10.24
2001,11.1
2002,9.02
2003,8.65
2004,11.42
2005,9.45
2006,10.98
2007,10.94
2008,13.0
2009,11.97
2010,11.11
2101,11.2
2102,14.07
2103,12.89
2104,15.34
2105,15.23
2106,14.97
2107,15.4
2108,15.87
2109,16.79
2201,17.01
2202,17.23
2203,16.9
2204,14.21
2205,13.55
2206,12.45
2207,16.06
2208,15.45
2209,12.59
2210,14.5
2301,17.35
2302,14.61
2303,12.32
2304,9.68
2305,10.59
2306,12.11
2401,6.25
2402,7.21
2403,8.15
2404,8.56
2405,6.23
2406,8.79
2407,7.55
2501,7.87
2502,13.51
2503,18.86
2505,15.41
2506,16.74
2507,12.7
2508,15.91
2509,14.25
2601,1.5
2602,3.05
2603,2.6
2604,1.83
2701,14.13
2702,15.08
2801,12.2
2802,12.7
2803,14.64
2901,3.22
2902,6.71
2903,6.54
2904,6.94
2905,5.06
2906,8.09
2907,5.51
2908,5.31
3001,13.74
3002,14.29
3003,15.56
3004,9.68
3005,13.34
3006,16.68
3007,13.67
3008,13.97
3009,13.83
3010,13.85
3101,14.33
3102,12.64
3103,10.84
3104,11.95
3105,11.99
3106,16.32
3107,20.02
3108,15.9
3201,9.97
3202,11.05
3203,11.04
3204,10.45
3205,9.88
3206,10.8
3207,10.87
3208,10.91
3209,12.09
3301,9.82
3302,10.68
3303,15.89
3304,13.17
3305,13.58
3306,15.89
3307,16.28
3308,12.93
3309,10.45
3310,12.93
3401,9.74
3402,14.75
3403,11.27
3404,10.87
3405,12.2
3406,11.71
3407,9.43
3408,12.37
3409,13.82
3501,3.11
3502,2.96
3503,1.73
3504,5.5
3505,1.79
3506,2.14
3507,1.64
3508,3.38
3509,1.56
3601,12.08
3602,13.57
3603,12.38
3604,12.36
3605,13.66
3606,11.16
3607,14.94
3608,13.88
3609,14.87
3610,17.42
3701,9.53
3801,17.0
3802,12.28
3803,13.19
3804,13.4
3805,8.45
3806,11.74
3807,13.17
3901,11.46
3902,12.1
3903,11.29
3904,9.44
3905,9.72
3906,8.98
3907,10.54
3908,10.03
3909,13.99
4001,14.54
4002,16.01
4003,15.36
4004,18.38
4101,7.76
4102,8.45
4103,8.89
4104,11.1
4105,4.65
4106,5.74
4107,4.95
4108,10.18
4109,4.63
4110,4.93
4201,3.04
4202,3.94
4203,4.28
4204,4.04
4205,6.16
4206,4.33
4207,2.94
4301,14.23
4302,13.79
4303,15.52
4401,12.71
4402,11.31
4403,11.77
4404,11.01
4405,10.8
4406,13.68
4501,4.42
4502,2.72
4503,3.86
4504,5.79
4505,7.79
4506,3.88
4507,2.69
4508,1.19
4509,4.85
4510,2.88
4601,13.57
4602,13.93
4603,13.69
4604,12.61
4605,12.97
4606,10.72
4701,15.23
4702,14.06
4703,11.14
4704,17.16
4705,14.35
4706,13.81
4707,14.24
4708,15.07
4709,13.61
4801,7.54
4802,7.58
4803,4.52
4804,5.1
4805,6.2
4806,7.62
4807,5.55
4808,5.78
4809,4.03
4810,3.74
