id,value,anomaly
101,75.9333,-1.5033
102,76.1,-1.1457
103,77.6,-1.4223
104,76.9,-1.0057
105,76.8333,-0.8317
106,78.9,-0.9257
107,78.8667,-1.0447
108,79.9333,-0.4833
201,82.9333,2.805
202,72.9667,2.9977
203,78.5667,3.0477
204,78.8,3.0237
205,90.7,2.2417
206,88.8333,2.5603
207,81.1,2.302
301,75.1,-0.5337
302,75.6333,-0.7503
303,77.6667,-0.8777
304,77.4667,-0.6117
305,78.3667,-0.9763
306,79.1,-0.8543
307,78.9,-0.72
308,79.3,-0.8667
309,79.5,-0.7567
401,67.2667,2.8323
402,71.5667,2.5593
403,64.3333,3.022
404,69.6333,2.6027
405,74.1,2.522
406,71.9,2.6173
407,84.9333,2.9373
501,70.8,1.7367
502,64.4,3.4707
503,73.1,1.688
504,66.5333,2.0553
505,59.6,2.1033
601,68.1,1.526
602,69.6,1.214
603,70.5,1.056
701,73.7,0.6277
702,74.4667,1.093
801,79.6667,-0.677
802,80.0,-0.0527
803,80.8,0.3593
804,81.2333,0.607
805,82.5333,1.3387
806,82.2,1.291
807,83.3667,1.3077
901,75.6333,-1.4053
902,74.3667,-1.2467
903,75.7333,-1.1747
904,76.9333,-0.972
905,78.2,-1.0423
906,78.8333,-0.4547
907,79.1667,-0.7857
908,79.3,-0.451
909,80.3667,0.2137
1001,63.8,3.61
1002,65.6333,3.6153
1003,69.0,3.8913
1004,62.0,3.9297
1005,73.7667,3.8947
1006,69.1333,3.9837
1007,71.1333,4.175
1008,62.4,4.4987
1009,68.3,4.068
1010,65.7333,3.8693
1101,71.2333,-0.0177
1102,70.4667,-0.505
1103,72.9333,-0.7823
1104,72.1333,-0.768
1105,71.3,-0.9973
1106,73.5,-1.2097
1107,73.2667,-1.053
1108,74.9333,-1.001
1109,74.6333,-1.2007
1201,70.2667,-0.8397
1202,70.3,-0.55
1203,69.9667,-0.679
1204,71.3667,-1.3117
1205,71.0667,-1.2897
1206,70.2667,-1.146
1207,73.7333,-1.1453
1208,72.2,-1.602
1209,71.9,-1.5087
1301,70.5333,0.061
1302,70.1667,0.1867
1303,69.9,0.2767
1304,71.6667,0.0157
1305,71.4667,-0.1027
1306,71.2333,-0.275
1307,73.3333,0.2907
1308,73.1,0.0367
1309,72.8667,-0.3033
1401,75.4333,1.4203
1402,77.2333,1.1397
1403,76.3667,0.7273
1404,76.4,1.2997
1405,78.5,1.326
1406,77.4667,1.0293
1407,77.3333,0.6623
1408,79.0667,0.847
1409,78.0667,0.2983
1501,75.3,-1.304
1502,73.6,-1.3683
1503,72.5,-1.1997
1504,71.9667,-1.2253
1601,80.9,-0.1823
1602,80.3667,-0.006
1603,80.8667,0.1677
1604,80.9667,0.188
1605,81.3667,0.0767
1606,80.8667,0.221
1607,81.6667,-0.0237
1608,81.5,0.2367
1609,81.3,-0.0837
1701,63.0,1.579
1702,66.2,1.7833
1703,65.8,1.8847
1801,75.5333,1.354
1802,75.4667,1.1183
1803,75.4333,0.716
1804,75.0667,0.6613
1805,74.5333,0.5277
1806,73.2667,0.727
1807,71.3,-0.067
1808,65.7,-0.265
1901,66.4667,1.2893
1902,69.3333,1.692
1903,69.6667,1.816
2001,63.5,1.2113
2002,63.5333,1.215
2003,65.2667,0.7803
2004,65.4,0.9543
2005,66.6,0.175
2006,67.0667,0.2383
2007,67.6333,0.308
2008,68.9,-0.2383
2009,68.4333,-0.4263
2010,68.7333,-0.1913
2101,67.1333,1.447
2102,66.0,2.0347
2103,63.7667,2.0797
2104,69.2667,1.1013
2105,69.0333,0.9457
2106,67.5333,1.494
2107,69.5667,0.332
2108,69.6667,0.01
2109,69.0333,0.386
2201,79.2333,-1.081
2202,77.9333,-1.4423
2203,76.6333,-2.009
2204,80.2333,-0.404
2205,78.6667,-0.7963
2206,78.3,-1.146
2207,80.1333,-0.1013
2208,79.4333,-0.543
2209,79.1333,-0.7093
2210,80.1,0.0617
2301,75.6333,0.7553
2302,74.5333,-0.503
2303,76.6333,0.3553
2304,75.5667,-0.213
2305,74.4,-0.854
2306,76.8667,-1.2183
2401,62.1,3.9643
2402,60.8,3.6397
2403,66.9333,3.7777
2404,65.9667,3.744
2405,67.0333,3.6933
2406,69.2667,3.1103
2407,70.4667,2.879
2501,70.7,1.9047
