name,acres,lon,lat,reporter,cause
DEAD HORSE,1628.3,-118.9213,40.5524,Winnemucca District Office,Natural
ELY FORK,1624.0,-81.88501937,38.201478,West Virginia Division of Forestry,Arson/incendiarism
BAXTER,1621.0,-115.31805556,40.61805556,Humboldt-Toiyabe National Forest,Natural
WAPI,1610.1,-113.13167,42.77018,Twin  Falls District,Natural
DRY CANYON,1600.0,-114.337,41.6499,Elko District Office,Natural
DOUG DAHL,1600.0,-103.16489,45.72578,Camp Crook Volunteer Fire Department,Equipment and vehicle use
DOLAN FORK,1596.0,-81.66610401,38.00311535,West Virginia Division of Forestry,Fireworks
CALICA LRG,1587.7,-121.2762,44.8748,Warm Springs Agency,Arson/incendiarism
BOOTENSGAP,1579.0,-78.44349,38.46601,Shenandoah National Park,Arson/incendiarism
BTU SOUTH,1572.0,-121.41941,39.53322,Northern California District,Natural
BROWN,1565.0,-80.727082,25.422778,Everglades National Park,Natural
PINE,1562.0,-116.81916667,33.86666667,San Bernardino National Forest,Arson/incendiarism
SAND MTN,1545.0,-112.44912,39.63582,Richfield Field Office,Missing data/not specified/undetermined
BREECH CREEK,1544.0,-82.01253633,37.61660485,West Virginia Division of Forestry,Arson/incendiarism
LUNCH,1533.0,-122.46777778,40.91722222,Shasta-Trinity National Forest,Natural
WRIGLEY,1531.0,-109.09209,38.98508,Moab Field Office,Natural
COTTONWOOD,1526.8,-113.44317,42.12015,Twin  Falls District,Natural
LITTLE WHITE OAK,1516.0,-81.54431254,38.0606127,West Virginia Division of Forestry,Arson/incendiarism
KENSINGTON,1500.0,-98.83333333,39.83333333,Kirwin National Wildlife Refuge,Debris and open burning
MAVERICK,1500.0,-115.3175,39.9666,Ely District Office,Natural
N. EAST CORNER,1500.0,-105.624444,48.1025,Northeastern Land Office,Missing data/not specified/undetermined
REIMER,1500.0,-111.96861111,34.38388889,Prescott National Forest,Natural
ANDERSON,1500.0,-101.16969,43.4981,Long Valley Volunteer Fire Department,Missing data/not specified/undetermined
BEAN,1475.0,-121.29138889,39.62916667,Plumas National Forest,Natural
VIRGIN,1450.0,-118.6224,41.8605,Winnemucca District Office,Natural
DEVILS GAP,1450.0,-121.05083333,39.68444444,Plumas National Forest,Natural
AVEY CREEK,1450.0,-83.92027778,35.39722222,National Forests in North Carolina,Debris and open burning
SQUAWCRK 2,1429.0,-112.6428,42.653,Idaho Falls District,Natural
LINCOLN,1415.0,-117.1185,43.8749,Vale District,Natural
COLT KILLED CREEK,1414.0,-114.50805556,46.40055556,Nez Perce - Clearwater National Forests,Natural
LIMEHILLS,1411.0,-113.7352,36.9239,Arizona Strip Field Office,Natural
GRASS 25,1400.0,-96.80148,43.38484,McLaughlin Volunteer Fire Department,Debris and open burning
STORM RIDGE,1400.0,-114.64833333,45.62,Bitterroot National Forest,Natural
BLACKBURN,1400.0,-104.06140136,35.57040023,New Mexico State Forestry Division,Missing data/not specified/undetermined
ROCK #4                  ,1400.0,-121.87,40.43888888,Shasta-Trinity Unit,Natural
BUCK CRK,1400.0,-119.90663,43.73653,Prineville District,Natural
WAGONROAD,1384.0,-108.5109,39.775,"Northwest District, Craig",Debris and open burning
JONES,1379.0,-108.984,39.05,"Northwest District, Grand Junction",Natural
RED  (CA-TGU-1711),1375.0,-122.46666666,40.1,Northern Region Administration,Missing data/not specified/undetermined
FAIRVIEW,1373.2,-117.3509,40.6521,Winnemucca District Office,Fireworks
FIFTH MILE,1367.0,-81.41944559,37.99456513,West Virginia Division of Forestry,Fireworks
BATTLE CREEK,1355.0,-107.18861111,41.0325,"Medicine Bow-Routt National Forests, Thunder Basin National Grassland",Missing data/not specified/undetermined
MT EMMA,1350.0,-113.1644,36.2966,Arizona Strip Field Office,Natural
FORT LEWIS MOUNTAIN,1349.0,-80.0917,37.325,Virginia Department of Forestry,Arson/incendiarism
JCT 290,1345.0,-117.6243,41.4455,Winnemucca District Office,Natural
ROUND LAKE,1333.0,-153.8514,64.6478,Alaska Fire Service,Natural
I86MP4,1330.2,-113.45519,42.57651,Twin  Falls District,Equipment and vehicle use
OUTLAW,1329.3,-107.012,43.6147,Casper Field Office,Natural
PHIPPS,1327.0,-101.1921,43.5917,Rosebud Agency,Equipment and vehicle use
HOUGH&JUHL,1320.0,-97.2658,48.8142,Devil's Lake Wetland Management District,Debris and open burning
CACTUS,1319.0,-95.8083,28.762,Big Boggy National Wildlife Refuge,Natural
GEYERS  (CA-LNU-6468),1300.0,-122.08333333,38.06666666,Northern Region Administration,Missing data/not specified/undetermined
SANDAL,1300.0,-112.57779,41.6403,Utah Division Forestry Fire State Lands,Natural
AJAX,1300.0,-116.3112,40.9969,Elko District Office,Natural
DENIO N,1296.0,-118.6493,41.9255,Winnemucca District Office,Natural
PURGATORY,1285.0,-79.6983,37.53,Virginia Department of Forestry,Equipment and vehicle use
THE SCALES,1284.0,-116.05689,43.42907,Boise District,Power generation/transmission/distribution
GRORGE HIL,1282.0,-82.13790626,37.61266779,West Virginia Division of Forestry,Arson/incendiarism
BURNSIDE BRANCH,1282.0,-81.69390824,38.08893541,West Virginia Division of Forestry,Arson/incendiarism
SHEEP #1,1280.0,-122.5025,40.86916667,Shasta-Trinity National Forest,Natural
PITTMAN,1275.0,-102.8185,43.1375,Pine Ridge Agency,Equipment and vehicle use
CAMELOT,1264.0,-112.25101,36.30693,Grand Canyon National Park,Natural
GOLDIE DEADEN,1261.0,-83.96972222,35.35277778,National Forests in North Carolina,Debris and open burning
GLORIA,1250.0,-116.4342,32.6001,California Desert District,Debris and open burning
STARKS,1250.0,-93.7647222,29.8466667,Sabine National Wildlife Refuge,Natural
STABLE,1246.0,-106.76694444,35.83361111,Santa Fe National Forest,Debris and open burning
COPPER CAMP,1239.0,-115.17833333,45.18666667,Payette National Forest,Natural
MCDONALD,1236.0,-114.4993,47.3638,Flathead Agency,Smoking
ALLEX CREEK,1231.05,-109.0354,45.6549,Southern Land Office,Natural
MEADOW SP,1226.0,-113.90415,38.32913,Cedar City Field Office,Arson/incendiarism
EASTCANYON,1205.0,-114.4436,41.6863,Elko District Office,Natural
DOG VALLEY,1204.0,-112.4508,38.0833,Cedar City Field Office,Arson/incendiarism
SIX MILE,1202.0,-110.77083333,45.2625,Custer Gallatin National Forest,Missing data/not specified/undetermined
W.MARSH1,1200.0,-81.42083333,29.07611111,Lake Woodruff National Wildlife Refuge,Arson/incendiarism
RANGE                    ,1200.0,-121.72194444,37.22305555,Santa Clara Unit,Equipment and vehicle use
WESSEL RANCH,1200.0,-107.93402,46.36288,Southern Land Office,Equipment and vehicle use
P.G.&E. #22              ,1200.0,-122.82388888,38.73111111,Sonoma-Lake Napa Unit,Equipment and vehicle use
RAWHIDE,1200.0,-102.5246,43.1792,Pine Ridge Agency,Debris and open burning
SHIRLEY,1200.0,-109.8452,48.3222,Rocky Boy's Agency,Debris and open burning
WEST MESA,1200.0,-105.8514,32.3501,Las Cruces Field Office,Arson/incendiarism
LYNCH,1200.0,-119.7013,42.9338,Lakeview District,Natural
HIGHWAY93,1200.0,-114.8181,41.3144,Elko District Office,Natural
PELLOWS,1200.0,-122.618531,39.90725,Northern California District,Equipment and vehicle use
LD2305,1190.0,-99.0712,47.9792,Fort Totten Agency,Arson/incendiarism
PANOCHE,1187.0,-119.25773,36.61237,Central California District,Power generation/transmission/distribution
ANTELOPE,1185.0,-108.7687,34.1334,Las Cruces Field Office,Debris and open burning
WATTS                    ,1185.0,-119.49194444,36.77194444,Fresno-Kings Unit,Missing data/not specified/undetermined
WALKER,1175.0,-112.1125,43.1149,Idaho Falls District,Arson/incendiarism
WEED LAKE,1173.0,-119.2196,42.1999,Burns District,Natural
MILLER TIM,1149.0,-115.70772,42.71817,Boise District,Natural
EAST,1147.0,-123.35083333,41.73555556,Klamath National Forest,Natural
PASKENTA                 ,1140.0,-122.28388888,40.15,Tehama-Glenn Unit,Natural
REDBRIDGE2,1139.5,-114.31154,42.75102,Twin  Falls District,Natural
BROAD CNYN,1124.0,-112.27737,39.57356,Richfield Field Office,Recreation and ceremony
DUTCH FLAT,1122.0,-117.5351,40.0971,Winnemucca District Office,Natural
SILVER ZON,1108.0,-114.255,40.8872,Elko District Office,Natural
CAMPO,1106.0,-116.5008,32.6167,California Desert District,Debris and open burning
KYLE,1100.0,-102.1018,43.4264,Pine Ridge Agency,Debris and open burning
ASKVIG,1100.0,-101.394,48.328,Upper Souris National Wildlife Refuge,Debris and open burning
SANDERSON,1100.0,-98.04203,45.129,Conde Volunteer Fire Department,Debris and open burning
HANKSCREEK,1100.0,-115.2934,41.4877,Elko District Office,Missing data/not specified/undetermined
RAILROAD,1100.0,-115.842,40.2033,Elko District Office,Natural
FHU 634,1100.0,-110.35,31.45,Coronado National Forest,Missing data/not specified/undetermined
ROCK CR,1099.0,-119.3344,42.7849,Burns District,Natural
BLACK MESA,1096.0,-115.18604,42.88511,Boise District,Equipment and vehicle use
WALSH KNOL,1095.0,-109.0693,40.0677,Vernal Field Office,Equipment and vehicle use
BRUNEAU,1092.0,-115.61805556,41.88472222,Humboldt-Toiyabe National Forest,Natural
PINE RIDGE,1090.0,-83.94305556,35.345,National Forests in North Carolina,Arson/incendiarism
SCRUB-J3.2,1084.0,-80.7,28.6666667,Merritt Island National Wildlife Refuge,Debris and open burning
PHILLIPINI,1077.0,-116.78981,40.1777,Battle Mountain District Office,Natural
MEADOW CREEK,1072.0,-115.24916667,45.95583333,Nez Perce - Clearwater National Forests,Debris and open burning
ROBERTSON,1063.0,-92.87491,35.96849,Buffalo National River,Arson/incendiarism
GREERLK,1050.0,-95.5503,47.4333,Minnesota Agency,Debris and open burning
DEMOCRAT RIDGE,1049.0,-92.06722222,37.71805556,Mark Twain National Forest,Debris and open burning
TANK CREEK,1047.0,-112.8739,34.4182,Arizona Department of Forestry and Fire Management - State Office,Natural
RILEY HORN,1038.1,-117.5999,43.1085,Vale District,Natural
3SMILNERBT,1037.9,-113.96266,42.40259,Twin  Falls District,Arson/incendiarism
HURON COMPLEX,1035.0,-84.06027778,44.61638889,Huron-Manistee National Forest,Equipment and vehicle use
LONGRIDGE,1025.0,-112.09193,40.3667,Salt Lake Field Office,Natural
HUNTERS BRANCH,1020.0,-81.79537128,38.00213167,West Virginia Division of Forestry,Arson/incendiarism
W ROCKWELL,1015.0,-112.37509,39.78452,Richfield Field Office,Natural
HERFORD,1013.0,-110.10412,31.4337,Gila District Office,Power generation/transmission/distribution
MOORE #3 MVD,1013.0,-101.5812987,35.7259471,Texas A & M Forest Service,Missing data/not specified/undetermined
BIG CREEK,1010.0,-84.36666667,34.8,Chattahoochee-Oconee National Forest,Arson/incendiarism
BIG 2,1001.0,-121.35,39.88472222,Plumas National Forest,Natural
SUTRO,1000.0,-119.7599,39.2071,Carson City District Office,Misuse of fire by a minor
OAK CREEK FIRE,1000.0,-100.2054,30.0158,Texas A & M Forest Service,Missing data/not specified/undetermined
PIONEER,1000.0,-116.319,40.4035,Elko District Office,Natural
HOLBORN,1000.0,-114.7842,41.1888,Elko District Office,Natural
I RANCH,1000.0,-116.892,40.9232,Elko District Office,Natural
BORDER  95,1000.0,-116.4279,32.597311,California Desert District,Recreation and ceremony
MERCED                   ,1000.0,-120.30611111,37.63,Merced-Mariposa Unit,Missing data/not specified/undetermined
LACY,1000.0,-118.19194444,36.84111111,San Bernardino Unit,Missing data/not specified/undetermined
RL424,1000.0,-95.392,47.975,Red Lake Agency,Missing data/not specified/undetermined
RATTLESNAKE DOUTRE,1000.0,-112.5439,41.88791,Utah Division Forestry Fire State Lands,Debris and open burning
LAWRENCE BURKE,1000.0,-102.55132,44.42333,Enning Volunteer Fire Department,Power generation/transmission/distribution
GRASS 6,1000.0,-100.35545,45.55852,Mobridge Volunteer Fire Department,Equipment and vehicle use
E OF VASTA,1000.0,-94.2,29.65,McFaddin National Wildlife Refuge,Arson/incendiarism
RUNNER,1000.0,-105.0754013,34.35369873,New Mexico State Forestry Division,Missing data/not specified/undetermined
TXPTEAST,1000.0,-93.8667,29.683,Texas Point National Wildlife Refuge,Missing data/not specified/undetermined
WILLOW 1,1000.0,-108.8518,46.7847,North Central Montana District,Natural
