id,value,anomaly
101,76.7,-0.7367
102,76.6667,-0.579
103,78.0667,-0.9557
104,77.6333,-0.2723
105,77.5333,-0.1317
106,79.3667,-0.459
107,79.3,-0.6113
108,80.2667,-0.15
201,83.4333,3.305
202,72.7,2.731
203,78.7,3.181
204,78.0,2.2237
205,92.4333,3.975
206,89.3667,3.0937
207,80.8333,2.0353
301,74.5333,-1.1003
302,75.2,-1.1837
303,77.7333,-0.811
304,77.2667,-0.8117
305,78.2,-1.143
306,78.8,-1.1543
307,78.6,-1.02
308,78.8333,-1.3333
309,79.0333,-1.2233
401,68.6,4.1657
402,73.4,4.3927
403,65.2,3.8887
404,71.2,4.1693
405,75.7667,4.1887
406,73.7333,4.4507
407,86.2667,4.2707
501,69.6,0.5367
502,63.9667,3.0373
503,72.2,0.788
504,66.1333,1.6553
505,59.3333,1.8367
601,67.1,0.526
602,69.3667,0.9807
603,70.8667,1.4227
701,74.4,1.3277
702,75.6,2.2263
801,80.4667,0.123
802,80.9667,0.914
803,82.1333,1.6927
804,82.7333,2.107
805,83.4,2.2053
806,83.4333,2.5243
807,84.1667,2.1077
901,76.2333,-0.8053
902,75.0333,-0.58
903,76.8667,-0.0413
904,77.9,-0.0053
905,79.1333,-0.109
906,79.7333,0.4453
907,79.5333,-0.419
908,80.2,0.449
909,81.5333,1.3803
1001,64.5667,4.3767
1002,65.8333,3.8153
1003,69.0667,3.958
1004,61.9667,3.8963
1005,73.4,3.528
1006,68.6,3.4503
1007,70.8333,3.875
1008,61.1667,3.2653
1009,67.0667,2.8347
1010,64.6667,2.8027
1101,70.8,-0.451
1102,70.7,-0.2717
1103,73.0667,-0.649
1104,72.8667,-0.0347
1105,72.1667,-0.1307
1106,74.3333,-0.3763
1107,73.8333,-0.4863
1108,75.7667,-0.1677
1109,75.3667,-0.4673
1201,70.7,-0.4063
1202,70.4,-0.45
1203,70.0,-0.6457
1204,71.9667,-0.7117
1205,71.4,-0.9563
1206,70.7667,-0.646
1207,74.3,-0.5787
1208,72.8333,-0.9687
1209,72.5667,-0.842
1301,70.6667,0.1943
1302,69.5667,-0.4133
1303,69.1,-0.5233
